angDist,_RAJ2000,_DEJ2000,recno,RAJ2000,DEJ2000,Names,PGCName,FILEN,z,OV,Fam,IV,ST,T,F,CVRHS,SimbadName,NED,SDSS,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,q_mode,cl,m_SDSS,flags,ObsDate,Q,zsp,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag
0.036003,161.040125,6.3696389,954,10 44 09.63,+06 22 10.7,2MASX J10440962+0622104,3091836.0,59609,0.03,(R),SB_a,"(rl,bl)",S0+,-1,1.0,"(R)SB_a(rl,bl)0^+^",2MASX J10440962+0622104,NED,J104409.62+062210.6,161.040115,6.369637,0.052,0.046,2,,3,,0000000010021010,2002.1744,3,0.02975,17.278,0.022,15.461,0.003,14.629,0.002,14.242,0.002,13.919,0.004
0.04368,161.0957083,30.7248611,956,10 44 22.97,+30 43 29.5,NGC 3350,32035.0,132446,0.034,(RP),SAB,(irpl),Sab,2,0.5,(RP)SAB(irpl)ab,NGC 3350,NED,J104422.97+304329.4,161.095722,30.724858,0.051,0.049,103,,3,,0000201010021014,2004.3619,3,0.03458,16.52,0.012,14.77,0.002,14.04,0.002,13.684,0.002,13.407,0.003
0.056526,161.2616667,43.7047222,960,10 45 02.80,+43 42 17.0,UGC 05859,32084.0,213092,0.025,(R),SAB_a,"(r,bl)",S0+,-1,0.5,"(R)SAB_a(r,bl)0^+^",UGC 5859,NED,J104502.80+434217.0,161.261681,43.704734,0.036,0.034,107,,3,,0000001090021010,2003.2256,2,0.02537,16.398,0.011,14.362,0.002,13.522,0.002,13.087,0.002,12.787,0.002
0.09379,161.3669583,14.27325,963,10 45 28.07,+14 16 23.7,2MASX J10452805+1416238,3090729.0,81791,0.033,(R1R2P),SAB_a,(l),Sa,1,0.5,(R1R2P)SAB_a(l)a,2MASX J10452805+1416238,NED,J104528.06+141623.7,161.366932,14.273255,0.055,0.05,96,,3,,0000001010021010,2003.0758,3,0.03354,17.326,0.015,15.513,0.003,14.74,0.002,14.347,0.002,14.064,0.004
0.030177,161.3767917,17.6196389,964,10 45 30.43,+17 37 10.7,CGCG 095-014,32111.0,174040,0.042,(R1P),S_AB,(r),Sab,2,0.25,(R1P)S_AB(r)ab pec,MCG+03-28-006,NED,J104530.42+173710.7,161.376787,17.619646,0.065,0.055,8,,3,,0000001010021010,2005.3559,3,0.04208,17.11,0.025,15.271,0.003,14.568,0.003,14.237,0.002,13.906,0.005
0.070084,161.386,2.139,965,10 45 32.64,+02 08 20.4,2MASX J10453261+0208203,1217158.0,23292,0.034,(R),SA,(_rs),Sa,1,0.0,(R)SA(_rs)a,2MASX J10453261+0208203,NED,J104532.63+020820.4,161.385984,2.139011,0.054,0.039,91,,3,,0000000810020010,2000.9787,3,0.0342,17.014,0.012,15.67,0.003,14.974,0.002,14.563,0.003,14.251,0.005
0.095613,161.4575417,27.6197778,970,10 45 49.81,+27 37 11.2,MRK 0726,32127.0,150086,0.044,(RP),SAB,(_rs),Sb,3,0.5,(RP)SAB(_rs)b,NVSS J104549+273711,NED,J104549.80+273711.2,161.457514,27.619788,0.053,0.047,11,,3,,0000001090020210,2004.9513,3,0.04448,15.908,0.007,14.787,0.002,14.232,0.002,13.933,0.002,13.728,0.004
0.107343,161.5335,20.0953333,972,10 46 08.04,+20 05 43.2,2MASX J10460802+2005428,3089967.0,166192,0.042,(R1R2P),S_AB,(r),Sa,1,0.25,(R1R2P)S_AB(r)a,2MASX J10460802+2005428,NED,J104608.03+200543.1,161.533469,20.095327,0.058,0.054,98,,3,,0000101010021010,2005.1944,2,0.04245,17.588,0.021,15.734,0.003,14.938,0.002,14.537,0.002,14.235,0.004
0.056908,161.6771667,25.9315556,975,10 46 42.52,+25 55 53.6,UGC 05881,32188.0,156962,0.021,(R2P),SAB_a,(irpl),Sab,2,0.5,(R2P)SAB_a(irpl)ab,UGC 5881,NED,J104642.51+255553.5,161.677152,25.931547,0.064,0.058,101,,3,,0000901810021010,2005.0471,3,0.0206,15.988,0.008,14.414,0.002,13.643,0.002,13.259,0.002,12.94,0.003
0.061909,161.704875,-2.6356111,978,10 46 49.17,-02 38 08.2,LCRS B104416.3-022219,113806.0,5990,0.036,(R2P),SAB,(irpl),S0/a,0,0.5,(R2P)SAB(irpl)0/a,2dFGRS TGN226Z141,NED,J104649.17-023808.1,161.704881,-2.635595,0.037,0.035,90,,3,,0000001010020010,2000.1734,1,,17.78,0.023,15.99,0.003,15.176,0.003,14.768,0.003,14.431,0.005
0.106263,161.77375,30.0531389,980,10 47 05.70,+30 03 11.3,UGC 05885,32208.0,131764,0.032,(R1P),SAB_a,"(_rs,nr)",Sab,2,0.5,"(R1P)SAB_a(_rs,nr)ab",UGC 5885,NED,J104705.69+300311.2,161.773716,30.053137,0.059,0.054,12,,3,,0000001010021010,2004.3619,3,0.03211,16.854,0.013,15.145,0.003,14.33,0.002,13.914,0.002,13.56,0.004
0.045656,161.7856667,-2.3588611,981,10 47 08.56,-02 21 31.9,CGCG 010-013,32220.0,2704,0.036,(RP),SB,"(_rs,bl)",Sa,1,1.0,"(RP)SB(_rs,bl)a",2dFGRS TGN227Z217,NED,J104708.56-022131.9,161.785678,-2.358867,0.04,0.038,90,,3,,0000000010021010,2000.116,3,,16.809,0.017,15.112,0.003,14.298,0.002,13.88,0.002,13.556,0.004
0.010261,161.7948333,2.9970278,983,10 47 10.76,+02 59 49.3,2MASX J10471076+0259489,1242751.0,23717,0.055,,SB,"(_rs,bl)",Sb,3,1.0,"SB(_rs,bl)b pec",2MASX J10471076+0259489,NED,J104710.76+025949.2,161.794834,2.997025,0.051,0.048,90,,3,,0000000010021110,2000.9787,3,0.05497,17.593,0.023,15.901,0.003,15.048,0.003,14.605,0.003,14.297,0.006
0.031359,161.8289167,17.6118056,984,10 47 18.94,+17 36 42.5,CGCG 095-020,32227.0,173155,0.041,(RP),SAB,(irpl:),Sa,1,0.5,(RP)SAB(irpl:)a,2MASX J10471893+1736422,NED,J104718.94+173642.4,161.828918,17.611797,0.057,0.054,5,,3,,0000001090021010,2005.3558,3,0.04143,17.309,0.014,15.553,0.003,14.797,0.002,14.413,0.003,14.131,0.004
0.049283,161.93525,22.1716667,988,10 47 44.46,+22 10 18.0,2MASX J10474445+2210180,1664894.0,161202,0.045,(R1P),SA,(rl),Sa,1,0.0,(R1P)SA(rl)a,2MASX J10474445+2210180,NED,J104744.45+221018.0,161.935236,22.171671,0.055,0.053,98,,3,,0000101010021010,2005.0962,3,0.04546,17.596,0.018,15.91,0.003,15.172,0.003,14.79,0.003,14.546,0.005
0.030031,162.02675,23.9540278,990,10 48 06.42,+23 57 14.5,2MASX J10480647+2357144,3760750.0,161785,0.025,(R1PR2P),S_AB,"(p,r)",Sa,1,0.25,"(R1PR2P)S_AB(p,r)a",2MASS J10480647+2357144,NED,J104806.42+235714.4,162.026759,23.954026,0.06,0.059,105,,3,,0000001090020010,2005.0962,3,0.02549,17.067,0.012,15.413,0.003,14.691,0.002,14.336,0.002,14.062,0.004
0.044041,162.1950417,26.7700556,996,10 48 46.81,+26 46 12.2,CGCG 155-017,32330.0,157510,0.021,(R1P),SAB,(r),S0/a,0,0.5,(R1P)SAB(r)0/a,2MASX J10484683+2646122,NED,J104846.81+264612.1,162.195046,26.770044,0.058,0.046,11,,3,,0000001010021210,2005.0471,3,0.02148,16.456,0.01,15.193,0.002,14.48,0.002,14.124,0.002,13.843,0.004
0.022384,162.2205,48.0541111,997,10 48 52.92,+48 03 14.8,UGC 05915,32342.0,55357,0.041,"(RP,R)",SA,(l),Sab,2,0.0,"(RP,R)SA(l)ab",UGC 5915,NED,J104852.92+480314.8,162.220503,48.054117,0.045,0.044,27,,3,,0000000010021010,2002.1063,3,0.04094,16.94,0.016,15.025,0.002,14.183,0.002,13.747,0.002,13.468,0.004
0.072888,162.3535833,-0.4298889,1002,10 49 24.86,-00 25 47.6,2MASX J10492487-0025479,32388.0,242490,0.039,(R1R2P),SA,(r),S0/a,0,0.0,(R1R2P)SA(r)0/a,2dFGRS TGN364Z054,NED,J104924.86-002547.5,162.353602,-0.429881,0.045,0.041,90,,3,,0000001090021010,1999.2205,3,0.03852,17.52,0.016,15.553,0.003,14.655,0.002,14.227,0.002,13.889,0.004
0.057374,162.459375,1.2046111,1008,10 49 50.25,+01 12 16.6,CGCG 010-028,32429.0,16777,0.039,(RP),SAB_x,(_rs),Sb,3,0.5,(RP)SAB_x(_rs)b pec,2MASX J10495023+0112165,NED,J104950.25+011216.6,162.459375,1.204627,0.053,0.048,0,,3,,0000B00010021010,2000.3429,3,0.03893,16.871,0.02,14.998,0.003,14.156,0.002,13.727,0.002,13.428,0.004
0.048588,162.530375,36.3418333,1009,10 50 07.29,+36 20 30.6,UGC 05936,32452.0,114542,0.024,(RP),SAB,(l),Sa,1,0.5,(RP)SAB(l)a,UGC 5936,NED,J105007.28+362030.5,162.530361,36.341826,0.048,0.042,12,,3,,0000001010021110,2004.0833,2,0.02397,16.205,0.009,14.329,0.002,13.504,0.002,13.123,0.002,12.845,0.003
0.042833,162.5452083,35.0336944,1010,10 50 10.85,+35 02 01.3,CGCG 184-023,32458.0,114055,0.041,(R1P),S_AB,(rl),Sab,2,0.25,(R1P)S_AB(rl)ab,2E 2334,NED,J105010.84+350201.3,162.545194,35.033696,0.045,0.043,102,,3,,0000001010021010,2004.0833,2,0.04125,16.502,0.009,15.307,0.003,14.747,0.002,14.397,0.002,14.153,0.004
0.060293,162.73975,9.2651944,1018,10 50 57.54,+09 15 54.7,2MASX J10505754+0915542,32510.0,189313,0.051,(R1P),SB_a,"(r,bl)",Sab,2,1.0,"(R1P)SB_a(r,bl)ab",NGC 3429,NED,J105057.53+091554.6,162.73974,9.265181,0.103,0.077,4,,3,,0000001010021010,1994.6344,2,0.05105,17.38,0.025,15.502,0.003,14.639,0.003,14.19,0.002,13.837,0.005
0.045456,162.8239167,13.946,1021,10 51 17.74,+13 56 45.6,NGC 3419,32535.0,81341,0.01,(R),SA,(l),S0+,-1,0.0,(R)SA(l)0^+^,NGC 3419,NED,J105117.74+135645.5,162.823923,13.945989,0.057,0.048,5,,3,,0000001090061010,2003.0758,3,,15.246,0.005,13.664,0.002,13.096,0.002,12.8,0.002,12.613,0.003
0.092217,162.8809583,55.3909722,1022,10 51 31.43,+55 23 27.5,NGC 3398,32564.0,49023,0.01,(R1L),SAB,(_rs),Sab,2,0.5,(R1L)SAB(_rs)ab,NGC 3398,NED,J105131.42+552327.4,162.880936,55.39095,0.072,0.061,18,,3,,0000000010021010,2001.967,2,,15.977,0.008,14.469,0.002,13.82,0.002,13.394,0.002,13.108,0.003
0.053627,162.9030833,4.6510556,1023,10 51 36.74,+04 39 03.8,CGCG 038-033,32571.0,25976,0.052,(RP),SB,"(p,_rs,bl)",Sab,2,1.0,"(RP)SB(p,_rs,bl)ab",2MASX J10513675+0439042,NED,J105136.74+043903.8,162.903094,4.651066,0.041,0.039,90,,3,,0000000010021010,2001.1397,3,0.05178,17.602,0.033,15.799,0.004,14.966,0.003,14.547,0.003,14.219,0.007
0.023607,162.9917917,3.7920556,1025,10 51 58.03,+03 47 31.4,NGC 3434,32595.0,195162,0.012,(RP),S_AB,"(_rs,nb)",Sbc,4,0.25,"(RP)S_AB(_rs,nb)bc",NGC 3434,NED,J105158.03+034731.4,162.991793,3.792062,0.041,0.037,3,,3,,0000000090021210,2001.14,2,0.0121,15.142,0.005,13.7,0.002,12.927,0.002,12.585,0.002,12.337,0.002
0.072502,163.0420417,8.70125,1028,10 52 10.09,+08 42 04.5,2MASX J10521007+0842046,3091600.0,189293,0.02,(R),SA_B,(l),S0+,-1,0.75,(R)SA_B(l)0^+^,2MASX J10521007+0842046,NED,J105210.08+084204.4,163.042039,8.70123,0.096,0.063,4,,3,,0000001090021010,1994.6344,2,0.01957,17.258,0.019,15.678,0.003,14.954,0.003,14.601,0.003,14.317,0.004
0.084101,163.1696667,64.7955278,1031,10 52 40.72,+64 47 43.9,2MASX J10524070+6447441,3086495.0,8648,0.033,(RP),SA,(rl),Sab,2,0.0,(RP)SA(rl)ab,2MASX J10524070+6447441,NED,J105240.71+644743.8,163.169647,64.795506,0.032,0.031,16,,3,,0000900010020010,2000.2635,3,,17.296,0.016,15.378,0.003,14.517,0.002,14.108,0.002,13.817,0.004
0.045984,163.2405417,1.8951111,1032,10 52 57.73,+01 53 42.4,2MASX J10525774+0153422,1209416.0,23103,0.04,(RP),SB,(s),S0/a,0,1.0,(RP)SB(s)0/a,2MASX J10525774+0153422,NED,J105257.73+015342.3,163.240554,1.895108,0.046,0.045,0,,3,,0000000010021010,2000.9787,2,0.03979,17.837,0.022,15.945,0.003,15.099,0.003,14.68,0.002,14.353,0.004
0.065897,163.4437917,46.2189167,1037,10 53 46.51,+46 13 08.1,CGCG 241-027,32711.0,240408,0.025,(RL),SB,(irpl),S0o,-2,1.0,(RL)SB(irpl)0^o,MCG+08-20-038,NED,J105346.51+461308.1,163.443818,46.218918,0.053,0.046,17,,3,,0000200010020010,2002.95,3,0.02502,16.819,0.012,14.985,0.002,14.166,0.002,13.769,0.002,13.483,0.003
0.07537,163.6087083,0.6637222,1038,10 54 26.09,+00 39 49.4,2MASX J10542609+0039499,1172090.0,244777,0.037,(RPL),SA,(l),S0/a,0,0.0,(RPL)SA(l)0/a,2MASX J10542609+0039499,NED,J105426.08+003949.4,163.608691,0.663734,0.049,0.045,0,,3,,0000001010020030,1999.2205,3,0.03745,17.673,0.014,15.711,0.003,14.816,0.002,14.38,0.002,14.041,0.004
0.05434,163.6117083,59.0368056,1039,10 54 26.81,+59 02 12.5,UGC 06019,32765.0,58389,0.028,(RP),SA,(s),Sa,1,0.0,(RP)SA(s)a,UGC 6019,NED,J105426.80+590212.5,163.611679,59.036807,0.041,0.032,109,,3,,0000000010021010,2002.1202,2,0.02796,16.9,0.012,14.991,0.002,14.153,0.002,13.711,0.002,13.428,0.003
0.021218,163.745375,28.0175278,1041,10 54 58.89,+28 01 03.1,MCG +05-26-029,32792.0,150097,0.045,(RP),S_AB_a,(r),Sb,3,0.25,(RP)S_AB_a(r)b,MCG+05-26-029,NED,J105458.89+280103.0,163.745374,28.017522,0.056,0.051,9,,3,,0000001010020010,2004.9513,3,0.04525,17.297,0.02,15.691,0.003,14.993,0.003,14.613,0.003,14.331,0.007
0.046769,164.192125,5.6611111,1052,10 56 46.11,+05 39 40.0,CGCG 038-058,32900.0,26410,0.04,(R1P),SB,"(p,r)",Sab,2,1.0,"(R1P)SB(p,r)ab",2MASX J10564611+0539401,NED,J105646.11+053939.9,164.192137,5.661106,0.045,0.039,92,,3,,0000900010021010,2001.1397,3,0.03965,17.036,0.017,15.479,0.003,14.729,0.002,14.31,0.002,14.027,0.004
0.046317,164.19625,29.8716944,1053,10 56 47.10,+29 52 18.1,CGCG 155-039,32894.0,133579,0.035,(R2P),SAB,(s),Sab,2,0.5,(R2P)SAB(s)ab,2MASX J10564713+2952183,NED,J105647.09+295218.1,164.196239,29.871703,0.057,0.057,0,,3,,0000001010021010,2004.3674,3,0.03498,17.091,0.012,15.477,0.003,14.714,0.002,14.316,0.002,14.029,0.004
0.062575,164.2755,37.2427222,1054,10 57 06.12,+37 14 33.8,UGC 06047,32921.0,114793,0.026,(R1P),SB,"(rs,bl)",Sb,3,1.0,"(R1P)SB(rs,bl)b",UGC 6047,NED,J105706.11+371433.7,164.275497,37.242705,0.042,0.04,101,,3,,0000001010021010,2004.1297,2,0.02632,16.542,0.012,15.031,0.003,14.268,0.002,13.877,0.002,13.621,0.004
0.048433,164.2860833,14.9250833,1055,10 57 08.66,+14 55 30.3,CGCG 095-076,32922.0,82152,0.033,"(RP,R,R)",S_AB,(l),Sb,3,0.25,"(RP,R,R)S_AB(l)b",2MASX J10570864+1455300,NED,J105708.66+145530.2,164.286089,14.925071,0.048,0.047,90,,3,,0000001010021010,2003.0758,3,0.03323,16.988,0.015,15.08,0.002,14.214,0.002,13.796,0.002,13.504,0.004
0.081505,164.3798333,5.6987222,1057,10 57 31.16,+05 41 55.4,UGC 06049,32937.0,26413,0.053,(RP),SA,(l),Sb,3,0.0,(RP)SA(l)b,UGC 6049,NED,J105731.15+054155.4,164.379814,5.698734,0.045,0.039,92,,3,,0000000090021010,2001.1397,3,0.0532,17.141,0.016,15.328,0.003,14.476,0.002,14.027,0.002,13.731,0.003
0.307608,164.4325833,15.2944444,1059,10 57 43.82,+15 17 40.0,CGCG 095-077 NED01,,180668,0.036,,SA,(r),S0/a,0,0.0,SA(r)0/a:,2MASX J10574382+1517398,NED,J105743.81+151740.2,164.432544,15.294521,0.066,0.064,9,,3,,0000001010020010,2005.416,3,,17.429,0.016,15.933,0.003,15.254,0.003,14.854,0.003,14.549,0.005
0.092129,164.4782917,55.5813056,1062,10 57 54.79,+55 34 52.7,2MASX J10575479+5534525,2507208.0,48885,0.047,(R2P),SA_B_a,(s),Sb,3,0.75,(R2P)SA_B_a(s)b,2MASX J10575479+5534525,NED,J105754.78+553452.6,164.478274,55.581282,0.071,0.059,18,,3,,0000000010021010,2001.967,2,,17.353,0.017,15.645,0.003,14.881,0.002,14.485,0.002,14.202,0.005
0.104155,164.48675,16.9095556,1063,10 57 56.82,+16 54 34.4,2MASX J10575682+1654348,3763552.0,181942,0.03,(RPL),SAB,(_rs),Sab,2,0.5,(RPL)SAB(_rs)ab,2MASX J10575682+1654348,NED,J105756.81+165434.4,164.486725,16.909572,0.082,0.068,6,,3,,0000001090020010,2005.416,3,0.03013,17.031,0.019,15.454,0.003,14.666,0.003,14.274,0.003,13.989,0.005
0.026712,164.5510833,7.5716944,1068,10 58 12.26,+07 34 18.1,CGCG 038-068,32995.0,57633,0.049,(L),SAB_a,"(r,bl)",S0+,-1,0.5,"(L)SAB_a(r,bl)0^+^",2MASX J10581228+0734175,NED,J105812.26+073418.0,164.551083,7.571687,0.056,0.055,0,,3,,0000000010020010,2002.12,2,0.04907,17.249,0.018,15.325,0.003,14.405,0.002,13.97,0.002,13.683,0.003
0.066625,164.5919583,41.6373333,1069,10 58 22.07,+41 38 14.4,CGCG 213-012,33005.0,220930,0.031,(RL),SAB,(_rs),S0+,-1,0.5,(RL)SAB(_rs)0^+^,2MASX J10582209+4138147,NED,J105822.07+413814.4,164.591975,41.637347,0.04,0.04,0,,3,,0000001810021010,2003.2474,3,0.03058,17.033,0.013,15.543,0.003,14.792,0.002,14.389,0.002,14.09,0.004
0.05401,164.9353333,10.071,1077,10 59 44.48,+10 04 15.6,UGC 06072,33114.0,75859,0.035,(RP),SA,(l),Sab,2,0.0,(RP)SA(l)ab,UGC 6072,NED,J105944.48+100415.5,164.935341,10.070987,0.067,0.065,0,,3,,0000001010021230,2002.9444,2,0.03545,17.033,0.022,15.005,0.003,14.224,0.002,13.854,0.003,13.59,0.005
0.054917,164.9776667,10.09175,1081,10 59 54.64,+10 05 30.3,2MASX J10595465+1005302,33129.0,75857,0.036,(R1),SAB,(r),S0/a,0,0.5,(R1)SAB(r)0/a,2MASX J10595465+1005302,NED,J105954.63+100530.3,164.977652,10.091755,0.067,0.065,0,,3,,0000001010020010,2002.9444,2,0.03587,17.175,0.018,15.397,0.003,14.543,0.002,14.094,0.003,13.748,0.004
0.048756,165.0161667,17.4243611,1082,11 00 03.88,+17 25 27.7,CGCG 095-086,33141.0,182256,0.029,(R),SA,(r),Sb,3,0.0,(R)SA(r)b,MCG+03-28-045,NED,J110003.87+172527.6,165.016163,17.424348,0.072,0.056,6,,3,,0000001890021010,2005.416,3,0.02964,16.959,0.017,15.056,0.002,14.212,0.002,13.794,0.002,13.453,0.003
0.04084,165.1500833,-0.0124444,1084,11 00 36.02,-00 00 44.8,2MASX J11003601-0000449,1154159.0,243215,0.038,(RPL),SA,(r),S0/a,0,0.0,(RPL)SA(r)0/a,6dFGS gJ110036.0-000045,NED,J110036.02-000044.7,165.150092,-0.012437,0.047,0.044,0,,3,,0000001010020010,1999.2205,3,0.03816,17.537,0.017,15.731,0.003,14.905,0.003,14.498,0.003,14.152,0.005
0.086407,165.5105,3.58025,1097,11 02 02.52,+03 34 48.9,CGCG 038-090,33282.0,25157,0.052,,SA,(r),S0/a,0,0.0,SA(r)0/a,2MASX J11020252+0334488,NED,J110202.51+033448.9,165.510482,3.580266,0.044,0.042,0,,3,,0000000010021010,2001.1397,2,0.05212,17.28,0.02,15.473,0.003,14.624,0.002,14.206,0.002,13.866,0.004
0.065082,165.640125,24.0770556,1101,11 02 33.63,+24 04 37.4,2MASX J11023361+2404369,1699256.0,161671,0.048,(R2P),S_AB_a,(_rs),Sab,2,0.25,(R2P)S_AB_a(_rs)ab,2MASX J11023361+2404369,NED,J110233.62+240437.4,165.640107,24.077063,0.057,0.053,8,,3,,0000001010020010,2005.0962,3,0.04769,17.591,0.021,15.744,0.003,14.93,0.002,14.531,0.002,14.231,0.005
0.055892,165.7149167,36.7835,1104,11 02 51.58,+36 47 00.6,CGCG 184-046,33350.0,114568,0.025,(RL),SB_,,S0+,-1,1.0,(RL)SB_a0^+^,MCG+06-24-044,NED,J110251.58+364700.5,165.714922,36.783485,0.049,0.044,12,,3,,0000901010021210,2004.0834,2,0.02495,16.541,0.012,14.697,0.002,13.867,0.002,13.463,0.002,13.167,0.003
0.041807,165.8975833,3.3374167,1109,11 03 35.42,+03 20 14.7,CGCG 038-106,33407.0,19899,0.053,(L:),SA,"(irpl,r)",S0/a,0,0.0,"(L:)SA(irpl,r)0/a",MCG+01-28-032,NED,J110335.42+032014.7,165.897595,3.337417,0.056,0.052,90,,3,,0000000010020010,2000.3429,3,0.05312,16.848,0.017,15.203,0.003,14.396,0.002,13.954,0.002,13.628,0.004
0.073082,165.910125,45.1799722,1111,11 03 38.43,+45 10 47.9,UGC 06125,33404.0,207680,0.021,(R2P),SA,(r),Sb,3,0.0,(R2P)SA(r)b,UGC 6125,NED,J110338.43+451047.8,165.910147,45.179959,0.053,0.052,14,,3,,0000001090021010,2003.1768,3,0.02057,16.686,0.012,14.789,0.002,14.009,0.002,13.62,0.002,13.355,0.003
0.036723,166.283875,38.1314444,1120,11 05 08.13,+38 07 53.2,2MASX J11050808+3807525,33491.0,226721,0.03,(RPL),SB,"(_rs,bl)",S0/a,0,1.0,"(RPL)SB(_rs,bl)0/a",2MASX J11050808+3807525,NED,J110508.12+380753.1,166.283864,38.131439,0.043,0.036,101,,3,,0000001010021010,2003.3161,2,0.02982,16.999,0.022,15.352,0.003,14.607,0.003,14.232,0.003,13.923,0.005
0.017606,166.3134583,29.9783889,1121,11 05 15.23,+29 58 42.2,2MASX J11051526+2958421,142876.0,131173,0.029,(R1P),SA,(r),S0/a,0,0.0,(R1P)SA(r)0/a,2MASX J11051526+2958421,NED,J110515.23+295842.1,166.313458,29.978384,0.055,0.05,99,,3,,0000001010020210,2004.362,3,0.02861,16.746,0.009,15.742,0.003,15.183,0.003,14.88,0.003,14.662,0.005
0.082944,166.34125,38.2338333,1123,11 05 21.90,+38 14 01.8,CGCG 213-027,33514.0,226717,0.028,,SAB,"(r,bl)",S0+,-1,0.5,"SAB(r,bl)0^+^",2MASS J11052188+3814018,NED,J110521.89+381401.7,166.341228,38.233818,0.042,0.036,102,,3,,0000201010021010,2003.3161,2,0.02847,16.36,0.008,14.994,0.002,14.41,0.002,14.106,0.002,13.843,0.003
0.086455,166.366875,2.5621111,1125,11 05 28.05,+02 33 43.6,CGCG 038-119,33515.0,18572,0.036,(R),SAB_a,(l),S0+,-1,0.5,(R)SAB_a(l)0^+^,2MASX J11052803+0233440,NED,J110528.05+023343.6,166.366896,2.562123,0.057,0.056,0,,3,,0000000010021010,2000.3429,3,0.03641,17.897,0.025,15.957,0.003,15.108,0.003,14.711,0.003,14.381,0.006
0.072716,166.4203333,29.1469722,1127,11 05 40.88,+29 08 49.1,2MASX J11054086+2908486,1857116.0,150974,0.031,(R1P),SAB_a,(_rs),Sa,1,0.5,(R1P)SAB_a(_rs)a,2MASX J11054086+2908486,NED,J110540.87+290849.0,166.420314,29.146961,0.067,0.059,9,,3,,0000001090020010,2004.9513,3,0.03153,17.357,0.018,15.772,0.003,14.96,0.003,14.522,0.003,14.194,0.005
0.100947,166.8257917,28.5277778,1137,11 07 18.19,+28 31 40.0,NGC 3527,33669.0,150113,0.034,(R1P),SB,"(_rs,bl)",Sa,1,1.0,"(R1P)SB(_rs,bl)a pec",NGC 3527,NED,J110718.18+283139.9,166.825764,28.527764,0.057,0.052,99,,3,,0000001010021010,2004.9513,3,0.03325,16.525,0.014,14.492,0.002,13.595,0.002,13.173,0.002,12.828,0.003
0.067569,166.9689583,11.01175,1143,11 07 52.55,+11 00 42.3,CGCG 067-004,33713.0,215672,0.043,(R1L),SB_a,"(s,bl,nl)",S0/a,0,1.0,"(R1L)SB_a(s,bl,nl)0/a",2MASX J11075251+1100425,NED,J110752.55+110042.2,166.968976,11.011743,0.058,0.055,5,,3,,0000001010021010,2003.2448,2,0.04262,16.817,0.013,15.437,0.003,14.717,0.002,14.329,0.003,14.071,0.004
0.03811,166.9779167,13.1056667,1144,11 07 54.70,+13 06 20.4,CGCG 066-118,33714.0,79975,0.033,(_RL),SA,(s),S0+,-1,0.0,(_RL)SA(s)0^+^,2MASX J11075471+1306203,NED,J110754.70+130620.3,166.977921,13.105657,0.05,0.042,95,,3,,0000201010020010,2003.0758,3,0.03322,17.406,0.012,15.509,0.003,14.651,0.002,14.254,0.002,13.931,0.003
0.022934,166.9962917,7.4827222,1145,11 07 59.11,+07 28 57.8,CGCG 039-005,33711.0,60438,0.041,(L),SA,(irpl),S0+,-1,0.0,(L)SA(irpl)0^+^,2MASX J11075906+0728574,NED,J110759.11+072857.8,166.996298,7.482723,0.058,0.055,0,,3,,0000000010021010,2002.1745,3,0.0408,17.733,0.023,15.867,0.003,15.032,0.003,14.626,0.003,14.295,0.005
0.054098,167.2133333,28.4756944,1147,11 08 51.20,+28 28 32.5,NGC 3536,33779.0,150119,0.036,(R1P),SAB_a,"(p,r,bl)",Sab,2,0.5,"(R1P)SAB_a(p,r,bl)ab",NGC 3536,NED,J110851.19+282832.5,167.213329,28.475709,0.057,0.054,100,,3,,0000001010021010,2004.9513,3,0.03637,16.48,0.011,14.698,0.002,13.833,0.002,13.42,0.002,13.089,0.003
0.052705,167.3039167,31.5476111,1148,11 09 12.94,+31 32 51.4,CGCG 155-078,33800.0,134086,0.047,"(RP,R)",SB,(r),Sab,2,1.0,"(RP,R)SB(r)ab",MCG+05-26-066,NED,J110912.93+313251.4,167.303904,31.547621,0.067,0.054,9,,3,,0000001010021010,2004.3674,3,0.04741,17.026,0.03,15.159,0.003,14.318,0.003,13.923,0.003,13.62,0.006
0.023373,167.317,36.0210833,1151,11 09 16.08,+36 01 15.9,NGC 3540,33806.0,117778,0.021,(RL),SB,"(_rs,bl)",S0+,-1,1.0,"(RL)SB(_rs,bl)0^+^",NGC 3540,NED,J110916.08+360115.9,167.317008,36.021083,0.045,0.044,111,,3,,0000001010021010,2004.2064,2,0.02132,15.946,0.009,14.052,0.002,13.199,0.002,12.792,0.002,12.48,0.002
0.065808,167.4426667,0.8137222,1153,11 09 46.24,+00 48 49.4,CGCG 011-013,33844.0,244818,0.063,(RP),SA,(rs),Sa,1,0.0,(RP)SA(rs)a pec,2MASX J11094627+0048492,NED,J110946.24+004849.4,167.442685,0.813724,0.05,0.049,0,,3,,0000001010021010,1999.2205,3,0.06297,17.224,0.017,15.518,0.003,14.687,0.002,14.251,0.003,13.94,0.004
