RAh,RAM,RAs,DE-,DEd,DEm,DEs,Names,PGCName,FILEN,z,OV,Fam,IV,ST,T,F,CVRHS,RA,coord,RAdeg,DECdeg,SDSS,RAdeg_x,DEdeg,errHalfMaj,errHalfMin,errPosAng,q_mode,cl,m_SDSS,flags,ObsDate,Q,zsp,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,angDist
8,24,37.46,+,12,22,30.6,LCSB S1142N,---,62142,0.083,(R2P),SAB,(rs),Sb,3,0.5,(R2P)SAB(rs)b,8 24 37.46 +12 22 30.6,8 24 37.46 +12 22 30.6,126.15608333333333,12.375166666666667,J082437.46+122230.5,126.156089,12.375156,0.05,0.048,22.0,,3,,0000001010021010,2005.1887,2,0.0836,18.278,0.037,16.472,0.004,15.638,0.003,15.225,0.003,14.882,0.007,0.043229
8,25,10.35,+,18,34,57.5,CGCG 089-021,23627,49256,0.038,(L),SA_B,(_rs),Sb,3,0.75,(L)SA_B(_rs)b:,8 25 10.35 +18 34 57.5,8 25 10.35 +18 34 57.5,126.29312499999997,18.582638888888887,J082510.35+183457.5,126.293142,18.582652,0.051,0.048,32.0,,3,,0000001010021010,2004.9484,2,0.03785,17.234,0.017,15.873,0.003,15.294,0.003,14.972,0.003,14.699,0.007,0.074937
8,25,19.49,+,4,22,36.8,2MASX J08251950+0422372,1267391,57390,0.119,(RP),SAB_a,(l),Sb,3,0.5,(RP)SAB_a(l)b,8 25 19.49 +4 22 36.8,8 25 19.49 +4 22 36.8,126.33120833333331,4.376888888888889,J082519.49+042236.8,126.33121,4.376888,0.055,0.055,0.0,,3,,0000000010020110,2002.1198,3,,19.393,0.054,17.48,0.006,16.456,0.004,15.982,0.004,15.637,0.007,0.0064
8,25,30.25,-,1,4,59.8,2MASX J08253026-0104598,1127207,29391,0.037,(L),SAB,(_rs),S0/a,0,0.5,(L)SAB(_rs)0/a,8 25 30.25 -1 4 59.8,8 25 30.25 -1 4 59.8,126.37604166666665,-1.0832777777777778,J082530.23-010459.8,126.375976,-1.083285,0.045,0.043,90.0,,3,,0000000010021010,2001.2133,2,,17.7,0.042,15.739,0.004,14.861,0.003,14.456,0.003,14.136,0.008,0.237467
8,25,49.64,+,8,55,40.0,2MASX J08254961+0855401,1356387,87343,0.042,(R2P),SA_B,(s),S0/a,0,0.75,(R2P)SA_B(s)0/a,8 25 49.64 +8 55 40.0,8 25 49.64 +8 55 40.0,126.45683333333332,8.927777777777777,J082549.63+085540.0,126.456824,8.92778,0.055,0.055,0.0,,3,,0000001010021010,1994.2572,3,0.04226,17.731,0.019,15.859,0.003,15.007,0.002,14.604,0.002,14.276,0.004,0.033949
8,26,2.21,+,50,41,10.2,2MASX J08260219+5041097,2379736,13796,0.115,(RP),SA_B,(s),Sb,3,0.75,(RP)SA_B(s)b:,8 26 2.21 +50 41 10.2,8 26 2.21 +50 41 10.2,126.50920833333332,50.686166666666665,J082602.21+504110.2,126.509221,50.686184,0.062,0.052,141.0,,3,,0000000010020110,2000.3374,2,0.11491,19.622,0.13,17.574,0.008,16.551,0.006,16.116,0.005,15.711,0.012,0.068996
8,26,23.91,+,39,29,38.1,2MASX J08262388+3929375,2150748,48226,0.082,(R2P),SAB,(s),Sb,3,0.5,(R2P)SAB(s)b,8 26 23.91 +39 29 38.1,8 26 23.91 +39 29 38.1,126.59962499999999,39.49391666666667,J082623.90+392938.0,126.599616,39.493898,0.06,0.058,135.0,,3,,0000000010021110,2001.9666,3,0.08249,19.182,0.07,17.193,0.006,16.232,0.004,15.781,0.004,15.414,0.009,0.071537
8,26,25.22,+,23,46,44.4,2MASX J08262526+2346438,3730322,9941,0.132,,SA,(rs),Sb,3,0.0,SA(rs)b: pec,8 26 25.22 +23 46 44.4,8 26 25.22 +23 46 44.4,126.60508333333331,23.779,J082625.22+234644.3,126.605102,23.778995,0.045,0.041,116.0,,3,,0000101010020110,2003.9707,2,0.13264,19.297,0.095,17.671,0.009,16.763,0.007,16.341,0.007,16.022,0.02,0.064235
8,26,35.98,+,22,57,3.3,UGC 04406,23688,9750,0.020,(R1R2P),S_AB,(i_rl),S0/a,0,0.25,(R1R2P)S_AB(i_rl)0/a,8 26 35.98 +22 57 3.3,8 26 35.98 +22 57 3.3,126.64991666666666,22.950916666666664,J082635.97+225703.2,126.649888,22.950902,0.047,0.044,33.0,,3,,0000001010021010,2003.9707,2,0.01962,16.668,0.011,14.798,0.002,13.953,0.002,13.556,0.002,13.264,0.003,0.108628
8,26,50.5,+,11,59,0.1,2MASX J08265047+1158596,1401881,66719,0.081,(R2P),SAB,(l),Sb,3,0.5,(R2P)SAB(l)b,8 26 50.5 +11 59 0.1,8 26 50.5 +11 59 0.1,126.71041666666667,11.98336111111111,J082650.49+115900.0,126.710402,11.983356,0.065,0.053,19.0,,3,,0000001010021010,2005.1941,2,,18.641,0.032,16.74,0.004,15.818,0.003,15.362,0.003,15.015,0.006,0.054791
8,27,3.14,+,52,45,11.4,2MASX J08270310+5245114,2422816,10067,0.085,(R1P),SB,(r),Sab,2,1.0,(R1P)SB(r)ab,8 27 3.14 +52 45 11.4,8 27 3.14 +52 45 11.4,126.76308333333331,52.753166666666665,J082703.16+524511.2,126.763169,52.753122,0.051,0.043,142.0,,3,,0000000090020010,2000.2633,3,0.08532,18.096,0.042,16.204,0.005,15.295,0.003,14.856,0.004,14.514,0.007,0.246519
8,27,5.96,+,21,38,43.0,UGC 04414,23700,18577,0.025,(R),SB,"(rs,bl)",S0/a,0,1.0,"(R)SB(rs,bl)0/a",8 27 5.96 +21 38 43.0,8 27 5.96 +21 38 43.0,126.77483333333329,21.64527777777778,J082705.96+213843.0,126.774838,21.645283,0.051,0.048,32.0,,3,,0000001010021210,2004.2088,3,0.0252,16.327,0.01,14.377,0.002,13.506,0.002,13.101,0.002,12.807,0.002,0.024332
8,27,27.79,+,36,49,25.5,2MASX J08272782+3649258,2087632,45560,0.082,(RP),S_AB,(l),Sa,1,0.25,(RP)S_AB(l)a,8 27 27.79 +36 49 25.5,8 27 27.79 +36 49 25.5,126.86579166666662,36.823750000000004,J082727.79+364925.4,126.865792,36.823731,0.066,0.062,135.0,,3,,0000000090020110,2001.9558,3,0.08213,18.579,0.047,16.66,0.005,15.744,0.004,15.312,0.004,14.968,0.008,0.068604
8,27,32.13,+,18,42,23.5,2MASX J08273213+1842237,1567697,48186,0.112,(RP),SAB,,Sb,3,0.5,(RP)SABb: pec,8 27 32.13 +18 42 23.5,8 27 32.13 +18 42 23.5,126.88387499999997,18.706527777777776,J082732.12+184223.5,126.883847,18.706537,0.056,0.052,117.0,,3,,0000001090000110,2004.9457,2,0.11223,19.442,0.099,17.624,0.008,16.665,0.006,16.252,0.006,15.874,0.018,0.101098
8,27,38.42,+,10,29,49.4,SDSS J082738.41+102949.3,---,86428,0.066,(R),SB,(l),S0/a,0,1.0,(R)SB(l)0/a,8 27 38.42 +10 29 49.4,8 27 38.42 +10 29 49.4,126.9100833333333,10.497055555555555,J082738.42+102949.3,126.910082,10.497049,0.047,0.046,102.0,,3,,0000001010021210,1994.1724,3,0.06573,17.892,0.023,15.866,0.003,14.937,0.002,14.499,0.002,14.171,0.004,0.024091
8,27,44.26,+,12,14,1.9,2MASX J08274424+1214022,1405980,62073,0.138,(RP:),SA,(r),Sb,3,0.0,(RP:)SA(r)b,8 27 44.26 +12 14 1.9,8 27 44.26 +12 14 1.9,126.93441666666665,12.23386111111111,J082744.26+121401.8,126.934415,12.233848,0.054,0.053,104.0,,3,,0000901090021110,2005.1887,2,0.13803,19.431,0.104,17.45,0.008,16.415,0.006,15.987,0.005,15.675,0.013,0.047607
8,28,16.71,+,24,30,52.0,2MASX J08281668+2430519,1709145,10046,0.087,,SA,(_rs),S0+,-1,0.0,SA(_rs)0^+^,8 28 16.71 +24 30 52.0,8 28 16.71 +24 30 52.0,127.06962499999997,24.514444444444443,J082816.70+243051.9,127.069612,24.514436,0.048,0.044,122.0,,3,,0000001010021010,2003.9707,2,0.08681,18.901,0.047,16.741,0.005,15.839,0.003,15.4,0.004,15.065,0.006,0.052236
8,28,17.99,+,0,17,21.5,CGCG 004-035,23756,43732,0.030,(R1),SAB_a,(l),S0/a,0,0.5,(R1)SAB_a(l)0/a,8 28 17.99 +0 17 21.5,8 28 17.99 +0 17 21.5,127.07495833333333,0.28930555555555554,J082817.98+001721.5,127.074954,0.289309,0.042,0.039,0.0,,3,,0000001010021210,1999.2202,2,,16.928,0.014,14.995,0.002,14.133,0.002,13.716,0.002,13.393,0.004,0.019891
8,28,21.88,+,36,31,28.7,SDSS J082821.87+363128.7,2082171,45368,0.102,,SA,(rs),Sbc,4,0.0,SA(rs)bc: pec,8 28 21.88 +36 31 28.7,8 28 21.88 +36 31 28.7,127.09116666666665,36.52463888888889,J082821.87+363128.7,127.091148,36.524641,0.072,0.055,135.0,,3,,0000000010020110,2001.9558,3,0.1022,18.899,0.102,17.128,0.009,16.268,0.006,15.889,0.006,15.551,0.014,0.05484
8,28,22.81,+,30,21,22.9,2MASX J08282280+3021233,1900534,73391,0.046,(RPL),SA,(s),Sa,1,0.0,(RPL)SA(s)a,8 28 22.81 +30 21 22.9,8 28 22.81 +30 21 22.9,127.09504166666665,30.356361111111113,J082822.81+302122.9,127.095058,30.356369,0.051,0.034,38.0,,3,,0000001010021110,2002.8513,3,0.04568,18.146,0.026,16.329,0.003,15.468,0.003,15.069,0.003,14.722,0.006,0.058082
8,28,23.59,+,1,56,14.6,2MASX J08282356+0156149,1210787,22031,0.086,(R),S_AB,(l),S0+,-1,0.25,(R)S_AB(l)0^+^,8 28 23.59 +1 56 14.6,8 28 23.59 +1 56 14.6,127.09829166666665,1.9373888888888888,J082823.59+015614.6,127.098296,1.937398,0.05,0.05,0.0,,3,,0000001010021010,2000.9076,3,,19.159,0.061,17.224,0.005,16.246,0.004,15.784,0.004,15.453,0.007,0.036064
8,28,55.21,+,13,20,16.0,2MASX J08285523+1320157,1428508,85420,0.153,(RP),SA,(_rs),Sc,5,0.0,(RP)SA(_rs)c: pec,8 28 55.21 +13 20 16.0,8 28 55.21 +13 20 16.0,127.23004166666665,13.337777777777779,J082855.21+132016.0,127.230043,13.337778,0.054,0.048,111.0,,3,,00000010100A1010,2005.8301,2,0.15291,19.796,0.12,18.051,0.009,17.055,0.007,16.532,0.005,16.117,0.013,0.004496
8,28,57.58,+,24,37,6.2,2MASX J08285755+2437062,3730789,10051,0.091,(R2P),SAB,(s),Sa,1,0.5,(R2P)SAB(s)a: [d],8 28 57.58 +24 37 6.2,8 28 57.58 +24 37 6.2,127.23991666666666,24.61838888888889,J082857.57+243706.1,127.239894,24.618372,0.048,0.048,135.0,,3,,00002010100A1214,2003.9707,2,0.09097,19.269,0.062,17.673,0.008,16.862,0.006,16.428,0.006,16.142,0.013,0.096218
8,29,1.77,+,47,48,2.0,MCG +08-16-006,23806,6599,0.045,(RL),SB_a,(l),Sab,2,1.0,(RL)SB_a(l)ab,8 29 1.77 +47 48 2.0,8 29 1.77 +47 48 2.0,127.25737499999998,47.800555555555555,J082901.77+474801.9,127.257401,47.80055,0.049,0.038,140.0,,3,,0000000010021010,2000.258,2,0.04526,17.215,0.018,15.302,0.003,14.439,0.002,14.021,0.002,13.704,0.003,0.06597
8,29,10.09,+,30,23,5.8,2MASX J08291010+3023054,139109,73401,0.053,(R1PL),S_AB,(r),Sa,1,0.25,(R1PL)S_AB(r)a,8 29 10.09 +30 23 5.8,8 29 10.09 +30 23 5.8,127.29204166666663,30.384944444444443,J082910.09+302305.7,127.292045,30.384931,0.05,0.035,37.0,,3,,0000001010020010,2002.8513,3,0.05349,18.075,0.036,16.082,0.004,15.235,0.003,14.816,0.003,14.497,0.007,0.049683
8,29,28.62,+,39,38,28.1,2MASX J08292863+3938283,3448822,48051,0.057,(RP),SA,(r),Sab,2,0.0,(RP)SA(r)ab,8 29 28.62 +39 38 28.1,8 29 28.62 +39 38 28.1,127.36924999999997,39.64113888888889,J082928.61+393828.0,127.369227,39.641119,0.079,0.047,135.0,,3,,0000000010020010,2001.9666,3,0.05714,18.346,0.029,16.493,0.004,15.651,0.003,15.202,0.003,14.893,0.005,0.09599
8,29,47.13,+,37,24,25.1,KUG 0826+375,23842,45567,0.058,,SAB,(rl),Sa,1,0.5,SAB(rl)a [d] pec,8 29 47.13 +37 24 25.1,8 29 47.13 +37 24 25.1,127.44637499999996,37.40697222222222,J082947.13+372425.0,127.446408,37.406965,0.069,0.067,45.0,,3,,0004922A94021048,2001.9558,3,0.05858,17.352,0.017,16.338,0.006,15.81,0.005,15.508,0.005,15.271,0.01,0.097959
8,29,50.1,+,46,25,32.5,2MASX J08295016+4625325,2280958,24473,0.129,(R),S_AB_a,(l),S0+,-1,0.25,(R)S_AB_a(l)0^+^,8 29 50.1 +46 25 32.5,8 29 50.1 +46 25 32.5,127.45874999999998,46.42569444444444,J082950.10+462532.4,127.458779,46.425682,0.056,0.046,141.0,,3,,0000000010000130,2001.0716,2,0.12933,20.148,0.081,18.071,0.007,17.006,0.005,16.541,0.005,16.177,0.012,0.085069
8,29,52.37,+,43,48,9.5,2MASX J08295238+4348095,2229484,34907,---,(R),S_AB,(l),Sb,3,0.25,(R)S_AB(l)b,8 29 52.37 +43 48 9.5,8 29 52.37 +43 48 9.5,127.4682083333333,43.802638888888886,J082952.37+434809.5,127.468227,43.802652,0.056,0.054,135.0,,3,,0000000010020010,2001.2871,3,,19.258,0.046,17.483,0.006,16.598,0.004,16.16,0.004,15.834,0.008,0.067512
8,30,1.21,+,1,59,3.2,GALEXASC J083001.21+015903.2,---,22629,---,,SAB,(r),Sd,7,0.5,SAB(r)d: pec,8 30 1.21 +1 59 3.2,8 30 1.21 +1 59 3.2,127.50504166666664,1.9842222222222223,J083001.25+015903.2,127.505231,1.984228,0.053,0.053,0.0,,3,,0000000010020030,2000.9155,3,,18.012,0.026,16.868,0.005,16.342,0.005,16.047,0.006,15.833,0.015,0.681164
8,30,7.57,+,23,0,42.5,2MASXi J0830075+230042,---,18963,0.137,(RP),SA,(r),Sab,2,0.0,(RP)SA(r)ab,8 30 7.57 +23 0 42.5,8 30 7.57 +23 0 42.5,127.53154166666664,23.011805555555554,J083007.56+230042.4,127.531534,23.011794,0.057,0.049,121.0,,3,,0000001010020010,2004.2088,3,0.13678,19.72,0.098,17.758,0.009,16.693,0.006,16.253,0.006,15.908,0.011,0.048907
8,30,11.68,-,1,16,13.0,2MASX J08301167-0116124,152712,99181,0.039,,SB,(rs),Sa,1,1.0,SB(rs)a,8 30 11.68 -1 16 13.0,8 30 11.68 -1 16 13.0,127.54866666666665,-1.2702777777777776,J083011.69-011612.5,127.54874,-1.270152,0.04,0.035,178.0,,3,,0000001010021110,2001.2926,2,,17.672,0.021,16.006,0.003,15.259,0.003,14.871,0.003,14.557,0.006,0.52403
8,30,14.17,+,47,34,54.0,2MASX J08301411+4734541,3131534,90503,0.040,(R1P),SAB_a,(l),Sa,1,0.5,(R1P)SAB_a(l)a,8 30 14.17 +47 34 54.0,8 30 14.17 +47 34 54.0,127.55904166666664,47.58166666666667,J083014.16+473453.9,127.559031,47.581657,0.061,0.042,140.0,,3,,0000001010020010,2000.2605,3,0.03955,17.714,0.02,16.042,0.004,15.15,0.003,14.698,0.003,14.331,0.005,0.043217
8,30,26.38,+,5,14,45.3,2MASX J08302638+0514450,3448972,74040,0.064,(R1P),SAB,,Sa,1,0.5,(R1P)SAB:a:,8 30 26.38 +5 14 45.3,8 30 26.38 +5 14 45.3,127.60991666666666,5.245916666666667,J083026.37+051445.2,127.609897,5.245913,0.047,0.046,0.0,,3,,0000901090021010,2002.8678,3,0.06451,17.949,0.024,16.494,0.004,15.796,0.004,15.407,0.004,15.126,0.009,0.072068
8,31,4.39,+,39,37,21.9,CGCG 208-010,23895,47393,0.030,,SA,(r),S0+,-1,0.0,SA(r)0^+^,8 31 4.39 +39 37 21.9,8 31 4.39 +39 37 21.9,127.76829166666667,39.62275,J083104.39+393721.9,127.768289,39.622771,0.057,0.048,138.0,,3,,0000000090021010,2001.9643,2,0.02974,16.934,0.016,15.067,0.002,14.221,0.002,13.815,0.002,13.493,0.003,0.076026
8,31,15.45,+,8,59,48.6,2MASX J08311545+0859487,1357655,87160,---,(RP),SAB,(l),Sb,3,0.5,(RP)SAB(l)b,8 31 15.45 +8 59 48.6,8 31 15.45 +8 59 48.6,127.814375,8.996833333333333,J083115.45+085948.5,127.814378,8.996825,0.056,0.051,16.0,,3,,0000001010021010,1994.2572,3,,17.844,0.023,16.241,0.003,15.469,0.003,15.051,0.003,14.752,0.005,0.031936
8,31,25.11,+,32,46,51.8,2MASX J08312507+3246520,3449158,54635,0.085,(R2P),SAB_a,(rs),Sb,3,0.5,(R2P)SAB_a(rs)b,8 31 25.11 +32 46 51.8,8 31 25.11 +32 46 51.8,127.85462500000001,32.781055555555554,J083125.10+324651.7,127.854589,32.781046,0.069,0.067,135.0,,3,,0000000010021130,2002.1061,3,0.0853,19.724,0.059,17.882,0.007,16.981,0.005,16.498,0.005,16.145,0.011,0.114268
8,31,37.57,+,12,7,52.2,2MASX J08313756+1207524,1404293,61996,0.048,,SA,(r),Sab,2,0.0,SA(r)ab pec,8 31 37.57 +12 7 52.2,8 31 37.57 +12 7 52.2,127.90654166666667,12.131166666666667,J083137.56+120752.1,127.906534,12.131158,0.049,0.046,109.0,,3,,0000001010021010,2005.1887,2,0.04772,17.738,0.024,16.131,0.003,15.445,0.003,15.076,0.003,14.792,0.006,0.041366
8,31,41.51,+,12,17,45.8,2MASX J08314152+1217454,1407022,66726,0.104,,SB,(_rs),Sab,2,1.0,SB(_rs)ab:,8 31 41.51 +12 17 45.8,8 31 41.51 +12 17 45.8,127.92295833333334,12.296055555555556,J083141.50+121745.7,127.92294,12.296044,0.056,0.048,17.0,,3,,0000001010020110,2005.1941,2,0.10413,19.217,0.069,17.216,0.006,16.241,0.004,15.819,0.004,15.424,0.01,0.076709
8,31,54.99,+,4,14,1.6,2MASX J08315501+0414016,3092140,57051,0.064,(RP),SA,(r),Sa,1,0.0,(RP)SA(r)a,8 31 54.99 +4 14 1.6,8 31 54.99 +4 14 1.6,127.97912500000001,4.233777777777778,J083154.99+041401.6,127.979125,4.233786,0.044,0.04,96.0,,3,,0000000010021110,2002.1198,3,0.06422,17.858,0.024,15.986,0.003,15.103,0.003,14.687,0.002,14.379,0.005,0.029553
8,32,2.16,+,46,14,25.8,2MASX J08320213+4614257,2277805,24346,0.046,(R1R2P),SAB,(rl),Sb,3,0.5,(R1R2P)SAB(rl)b,8 32 2.16 +46 14 25.8,8 32 2.16 +46 14 25.8,128.009,46.240500000000004,J083202.15+461425.7,128.008991,46.240494,0.056,0.047,138.0,,3,,0000900090021210,2001.0716,2,0.04591,17.308,0.012,16.117,0.003,15.381,0.003,15.003,0.003,14.713,0.005,0.031087
8,32,9.67,+,22,33,22.1,SDSS J083209.67+223322.1,4085763,20670,0.016,(R),SA,(rs),Sa,1,0.0,(R)SA(rs)a,8 32 9.67 +22 33 22.1,8 32 9.67 +22 33 22.1,128.04029166666663,22.55613888888889,J083209.67+223322.1,128.040304,22.556142,0.357,0.287,31.0,,3,,00006010100A1114,2004.2114,3,0.01622,17.932,0.118,15.729,0.01,15.055,0.009,15.407,0.035,14.47,0.018,0.042305
8,32,20.44,+,41,21,32.1,CGCG 208-013,23948,48446,0.025,(R1R2P),SAB_a,(l),Sa,1,0.5,(R1R2P)SAB_a(l)a,8 32 20.44 +41 21 32.1,8 32 20.44 +41 21 32.1,128.08516666666665,41.358916666666666,J083220.44+412132.0,128.08517,41.358904,0.07,0.047,135.0,,3,,0000000010021210,2001.9666,3,0.02509,16.662,0.009,14.966,0.002,14.264,0.002,13.921,0.002,13.668,0.003,0.046483
8,32,26.89,+,41,59,31.3,KUG 0829+421,23953,48510,0.025,(RL),SB,,S0+,-1,1.0,(RL)SB_a0^+^,8 32 26.89 +41 59 31.3,8 32 26.89 +41 59 31.3,128.11204166666664,41.99202777777778,J083226.88+415931.2,128.112005,41.992017,0.076,0.054,135.0,,3,,0000000010021010,2001.9666,3,0.0251,16.656,0.014,14.709,0.002,13.842,0.002,13.431,0.002,13.088,0.003,0.105472
8,32,33.48,+,43,58,45.2,2MASX J08323342+4358446,2233704,27870,0.037,(RP),SB,(r),Sb,3,1.0,(RP)SB(r)b,8 32 33.48 +43 58 45.2,8 32 33.48 +43 58 45.2,128.13949999999997,43.979222222222226,J083233.47+435845.1,128.139491,43.979206,0.048,0.046,135.0,,3,,0000000010021010,2001.1449,2,0.03736,17.468,0.028,15.996,0.004,15.361,0.003,15.031,0.004,14.798,0.012,0.062918
8,33,7.87,+,50,10,0.4,2MASX J08330779+5009599,2364893,91851,0.053,(R1P),SB,(s),Sa,1,1.0,(R1P)SB(s)a,8 33 7.87 +50 10 0.4,8 33 7.87 +50 10 0.4,128.28279166666667,50.166777777777774,J083307.86+501000.3,128.282757,50.166775,0.049,0.044,141.0,,3,,0000001810021010,2000.2606,3,,17.675,0.019,16.03,0.003,15.183,0.003,14.687,0.003,14.311,0.005,0.080469
8,33,19.0,+,31,24,0.7,2MASX J08331903+3124002,1945338,39825,0.071,(R),SA,(l),S0+,-1,0.0,(R)SA(l)0^+^,8 33 19.0 +31 24 0.7,8 33 19.0 +31 24 0.7,128.32916666666665,31.400194444444445,J083318.99+312400.7,128.329156,31.400199,0.073,0.062,37.0,,3,,0000000010020210,2002.9497,3,0.07102,17.769,0.02,16.269,0.003,15.438,0.003,14.992,0.003,14.665,0.006,0.036955
8,33,22.3,+,53,49,56.2,MCG +09-14-056,23990,10079,0.063,(RP),SA,(irpl),Sab,2,0.0,(RP)SA(irpl)ab,8 33 22.3 +53 49 56.2,8 33 22.3 +53 49 56.2,128.34291666666667,53.83227777777778,J083322.30+534956.1,128.34294,53.832271,0.049,0.041,138.0,,3,,0000000010021010,2000.2633,3,0.06354,17.767,0.021,15.864,0.003,14.98,0.003,14.516,0.003,14.179,0.004,0.05546
8,33,30.77,+,41,31,31.6,UGC 04468,24002,48447,0.025,,ETG,(shells),....,99,9.99,ETG (shells) pec,8 33 30.77 +41 31 31.6,8 33 30.77 +41 31 31.6,128.37820833333333,41.525444444444446,J083330.76+413131.6,128.378188,41.525466,0.071,0.047,135.0,,3,,0000900010021010,2001.9666,3,0.02476,16.049,0.01,14.096,0.002,13.246,0.002,12.826,0.002,12.502,0.002,0.095062
8,33,44.84,+,56,49,12.7,SDSS J083344.83+564912.6,---,5901,0.026,,SA,(r),S0+,-1,0.0,SA(r)0^+^:,8 33 44.84 +56 49 12.7,8 33 44.84 +56 49 12.7,128.43683333333334,56.820194444444446,J083344.84+564912.6,128.436832,56.820168,0.068,0.051,142.0,,3,,0000C01810061010,2003.8096,3,0.02588,16.73,0.025,15.436,0.004,14.671,0.004,14.193,0.004,13.708,0.008,0.095173
8,34,6.91,+,35,14,59.0,2MASX J08340686+3514590,2061646,3793,0.053,,SB,"(r,bl)",Sb,3,1.0,"SB(r,bl)b",8 34 6.91 +35 14 59.0,8 34 6.91 +35 14 59.0,128.52879166666665,35.249722222222225,J083406.90+351459.0,128.528781,35.249722,0.051,0.045,135.0,,3,,0000201010021110,2001.9693,3,0.05354,18.024,0.035,16.275,0.004,15.448,0.003,15.033,0.003,14.696,0.007,0.031554
8,34,11.87,+,46,17,13.4,2MASX J08341190+4617132,2278605,21725,0.091,(RP),S_AB,(l),Sa,1,0.25,(RP)S_AB(l)a:,8 34 11.87 +46 17 13.4,8 34 11.87 +46 17 13.4,128.54945833333332,46.287055555555554,J083411.87+461713.4,128.549469,46.287067,0.066,0.041,137.0,,3,,0000000010021110,2000.9046,2,0.09066,19.66,0.063,17.675,0.007,16.699,0.005,16.257,0.005,15.941,0.011,0.049167
8,34,51.43,+,9,30,31.8,2MASX J08345139+0930321,1366147,87366,0.065,(R1R2P),SAB,(s:),Sa,1,0.5,(R1R2P)SAB(s:)a:,8 34 51.43 +9 30 31.8,8 34 51.43 +9 30 31.8,128.71429166666667,9.508833333333333,J083451.42+093031.8,128.714288,9.508837,0.057,0.051,14.0,,3,,0000101010020110,1994.2572,3,0.06485,19.276,0.049,17.255,0.005,16.29,0.004,15.837,0.004,15.462,0.007,0.01851
8,35,13.95,+,38,44,32.1,2MASX J08351394+3844317,2135330,44851,0.056,(R2P),SAB_,,S0/a,0,0.5,(R2P)SAB_a0/a,8 35 13.95 +38 44 32.1,8 35 13.95 +38 44 32.1,128.80812500000002,38.74225,J083513.95+384432.1,128.808137,38.742257,0.072,0.065,40.0,,3,,0000000090021110,2001.8903,2,0.05653,18.648,0.036,16.723,0.004,15.809,0.003,15.386,0.003,15.027,0.007,0.041939
8,35,36.49,+,49,35,42.7,MCG +08-16-015,24130,6815,0.042,(RP),SA_B_a,"(_rs,bl)",Sb,3,0.75,"(RP)SA_B_a(_rs,bl)b",8 35 36.49 +49 35 42.7,8 35 36.49 +49 35 42.7,128.90204166666666,49.595194444444445,J083536.48+493542.7,128.902037,49.595216,0.044,0.044,135.0,,3,,0000000090021010,2000.258,2,0.04244,17.149,0.028,15.38,0.004,14.602,0.003,14.215,0.003,13.896,0.006,0.078519
8,35,38.79,+,4,45,25.3,2MASX J08353875+0445257,3092142,57418,0.014,"(R1L,R2P)",SA,(l),S0+,-1,0.0,"(R1L,R2P)SA(l)0^+^",8 35 38.79 +4 45 25.3,8 35 38.79 +4 45 25.3,128.91162500000002,4.757027777777778,J083538.78+044525.3,128.911609,4.757031,0.052,0.047,6.0,,3,,0000100010021010,2002.1198,3,0.01407,17.309,0.013,15.533,0.003,14.708,0.002,14.328,0.002,14.026,0.003,0.058767
8,36,6.55,+,52,43,8.3,2MASX J08360648+5243085,2421941,13820,0.041,(RP),SB,(_rs),Sa,1,1.0,(RP)SB(_rs)a,8 36 6.55 +52 43 8.3,8 36 6.55 +52 43 8.3,129.02729166666666,52.71897222222223,J083606.54+524308.2,129.027284,52.718957,0.06,0.05,141.0,,3,,0000000010020010,2000.3374,2,,18.122,0.042,16.959,0.006,16.264,0.005,15.868,0.005,15.594,0.014,0.057534
8,36,14.4,+,29,3,16.3,2MASX J08361440+2903167,1854284,78761,0.083,(RL),SAB,(l),S0+,-1,0.5,(RL)SAB(l)0^+^:,8 36 14.4 +29 3 16.3,8 36 14.4 +29 3 16.3,129.05999999999997,29.05452777777778,J083614.40+290316.3,129.060012,29.054531,0.043,0.042,30.0,,3,,0000001010021110,2003.0671,2,,19.059,0.044,16.985,0.005,16.009,0.003,15.579,0.003,15.214,0.007,0.03979
8,36,17.62,+,17,21,31.1,SDSS J083617.61+172131.0,---,51724,0.105,(RPL),S_AB,,Sa,1,0.25,(RPL)S_ABa:,8 36 17.62 +17 21 31.1,8 36 17.62 +17 21 31.1,129.07341666666665,17.35863888888889,J083617.61+172131.0,129.073413,17.358637,0.048,0.042,23.0,,3,,0000001090020010,2004.9564,2,0.10504,19.421,0.063,17.59,0.006,16.69,0.005,16.279,0.004,15.936,0.009,0.014676
8,36,19.83,+,33,25,11.9,SDSS J083619.83+332511.8,---,53372,---,(R1P),SB_a,(s),Sa,1,1.0,(R1P)SB_a(s)a,8 36 19.83 +33 25 11.9,8 36 19.83 +33 25 11.9,129.08262499999998,33.41997222222222,J083619.83+332511.9,129.082648,33.419982,0.112,0.087,129.0,,3,,0000000010021110,2002.1058,3,,18.072,0.055,16.885,0.01,16.062,0.007,15.791,0.008,15.908,0.032,0.077591
