RAh,RAM,RAs,DE-,DEd,DEm,DEs,Names,PGCName,FILEN,z,OV,Fam,IV,ST,T,F,CVRHS,RA,coord,RAdeg,DECdeg,SDSS,RAdeg_x,DEdeg,errHalfMaj,errHalfMin,errPosAng,q_mode,cl,m_SDSS,flags,ObsDate,Q,zsp,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,angDist
11,44,57.74,+,28,54,42.0,2MASX J11445776+2854415,3776239,49749,0.096,(R1P),SAB,(l),Sa,1,0.5,(R1P)SAB(l)a:,11 44 57.74 +28 54 42.0,11 44 57.74 +28 54 42.0,176.24058333333332,28.911666666666665,J114457.73+285442.0,176.240579,28.911672,0.057,0.055,0.0,,3,,0000001090020110,2004.9514,3,0.0958,19.094,0.052,17.5,0.006,16.683,0.005,16.271,0.005,15.927,0.013,0.023753
11,45,3.09,+,56,10,29.9,LCSB S1612O,---,48628,0.049,,SB,"(r,bl)",S0/a,0,1.0,"SB(r,bl)0/a",11 45 3.09 +56 10 29.9,11 45 3.09 +56 10 29.9,176.26287499999998,56.17497222222222,J114503.08+561029.9,176.262846,56.174979,0.06,0.057,6.0,,3,,0000000694020048,2001.9671,2,0.04953,17.984,0.031,16.505,0.005,15.832,0.004,15.475,0.005,15.219,0.011,0.063003
11,45,10.34,+,10,21,38.6,SDSS J114510.34+102138.5,---,63068,0.121,(RP),SA_B,(s),Sb,3,0.75,(RP)SA_B(s)b:,11 45 10.34 +10 21 38.6,11 45 10.34 +10 21 38.6,176.29308333333333,10.360722222222222,J114510.34+102138.5,176.293113,10.360701,0.062,0.054,2.0,,3,,0000000010000100,2002.1938,3,0.12135,19.619,0.089,17.925,0.011,16.941,0.007,16.479,0.007,16.123,0.014,0.129956
11,45,14.42,+,39,39,49.0,2MASX J11451439+3939491,2153693,15664,0.051,(RP),SA_B,(_rs),Sb,3,0.75,(RP)SA_B(_rs)b,11 45 14.42 +39 39 49.0,11 45 14.42 +39 39 49.0,176.3100833333333,39.66361111111111,J114514.41+393948.9,176.310068,39.6636,0.045,0.041,3.0,,3,,0000001010021010,2004.1298,2,0.05154,17.834,0.034,16.244,0.004,15.503,0.004,15.116,0.004,14.819,0.01,0.058655
11,45,19.87,+,26,52,26.2,2MASX J11451984+2652265,1790932,54458,0.051,"(R,L)",S_AB,,S0/a,0,0.25,"(R,L)S_AB0/a",11 45 19.87 +26 52 26.2,11 45 19.87 +26 52 26.2,176.33279166666665,26.873944444444444,J114519.86+265226.1,176.332757,26.873936,0.074,0.062,3.0,,3,,0000001010021010,2004.9732,3,0.05073,17.772,0.023,15.682,0.003,14.828,0.002,14.428,0.002,14.105,0.005,0.115356
11,45,23.85,+,20,19,31.5,ARK 321,36639,74679,0.023,(R),SA,(rl),S0+,-1,0.0,(R)SA(rl)0^+^,11 45 23.85 +20 19 31.5,11 45 23.85 +20 19 31.5,176.34937499999998,20.325416666666666,J114523.84+201931.5,176.349356,20.325438,0.075,0.06,3.0,,3,,0000201090021010,2005.356,3,0.02337,16.141,0.008,14.258,0.002,13.42,0.002,13.009,0.002,12.711,0.002,0.100262
11,45,29.1,+,48,24,17.5,2MASX J11452904+4824176,2316742,40624,0.073,(R:),SAB_a,(irpl),S0/a,0,0.5,(R:)SAB_a(irpl)0/a,11 45 29.1 +48 24 17.5,11 45 29.1 +48 24 17.5,176.37124999999997,48.40486111111111,J114529.08+482417.4,176.371189,48.404844,0.066,0.05,6.0,,3,,0000000090021010,2002.95,2,0.07273,18.871,0.057,17.243,0.006,16.456,0.005,16.0,0.005,15.762,0.012,0.157942
11,45,30.26,+,9,43,44.8,CGCG 068-056,36648,75525,0.021,,SA,,S0o,-2,0.0,SA0^o + PR/IR,11 45 30.26 +9 43 44.8,11 45 30.26 +9 43 44.8,176.3760833333333,9.729111111111111,J114530.25+094344.7,176.376058,9.729106,0.067,0.054,1.0,,3,,0000001010021010,2002.9445,2,0.0214,17.25,0.015,15.422,0.003,14.599,0.002,14.206,0.002,13.884,0.004,0.091436
11,45,35.6,+,0,1,8.6,2MASX J11453557+0001083,1155006,90120,0.058,(R2P),SAB,(s),Sb,3,0.5,(R2P)SAB(s)b,11 45 35.6 +0 1 8.6,11 45 35.6 +0 1 8.6,176.3983333333333,0.019055555555555555,J114535.60+000108.6,176.398361,0.019061,0.114,0.08,0.0,,3,,0000001010020200,1995.541,3,0.05835,18.618,0.039,17.058,0.005,16.32,0.004,15.883,0.017,15.573,0.009,0.101375
11,45,37.83,+,62,14,13.5,MCG +10-17-062,36676,94140,0.032,(RPL),SA,(r),Sab,2,0.0,(RPL)SA(r)ab,11 45 37.83 +62 14 13.5,11 45 37.83 +62 14 13.5,176.407625,62.23708333333333,J114537.83+621413.5,176.407652,62.237082,0.047,0.036,7.0,,3,,0000001010020000,2000.9075,3,0.03253,17.375,0.021,15.765,0.003,15.062,0.003,14.712,0.003,14.419,0.008,0.045364
11,45,42.67,+,21,26,23.5,2MASX J11454267+2126237,1650046,66302,0.066,(R1P),SAB,"(p,r,bl)",Sab,2,0.5,"(R1P)SAB(p,r,bl)ab",11 45 42.67 +21 26 23.5,11 45 42.67 +21 26 23.5,176.42779166666665,21.43986111111111,J114542.66+212623.4,176.427771,21.439857,0.068,0.063,4.0,,3,,0000001010021010,2005.1945,2,0.06642,17.85,0.036,15.984,0.004,15.124,0.003,14.706,0.003,14.369,0.005,0.070511
11,45,52.52,+,52,40,8.5,2MASX J11455249+5240086,3401285,4781,0.050,(R2P),SAB,(s:),S0/a,0,0.5,(R2P)SAB(s:)0/a:,11 45 52.52 +52 40 8.5,11 45 52.52 +52 40 8.5,176.46883333333332,52.66902777777778,J114552.51+524008.5,176.468831,52.669027,0.041,0.038,7.0,,3,,0001001010020200,2001.9696,2,0.0504,18.42,0.028,16.978,0.005,16.299,0.004,15.936,0.004,15.67,0.009,0.005746
11,45,52.9,+,10,14,30.8,2MASX J11455287+1014306,1376670,75733,0.070,(R2P),SAB,(s),Sa,1,0.5,(R2P)SAB(s)a,11 45 52.9 +10 14 30.8,11 45 52.9 +10 14 30.8,176.47041666666664,10.241888888888887,J114552.90+101430.7,176.470431,10.241879,0.065,0.055,2.0,,3,,0000001014000148,2002.9445,2,0.06995,19.002,0.056,17.105,0.006,16.212,0.006,15.79,0.006,15.439,0.011,0.062302
11,46,1.92,+,55,25,10.7,2MASX J11460195+5525109,83490,46945,0.053,,SA,(_rs),S0/a,0,0.0,SA(_rs)0/a,11 46 1.92 +55 25 10.7,11 46 1.92 +55 25 10.7,176.50799999999998,55.41963888888888,J114601.92+552510.6,176.508,55.419624,0.049,0.043,8.0,,3,,0000200010020014,2001.9641,3,0.05265,17.075,0.017,15.326,0.003,14.529,0.002,14.168,0.002,13.857,0.004,0.053705
11,46,2.61,+,7,8,34.3,SDSS J114602.61+070834.3,1314841,21732,0.067,,SA,(rl),S0+,-1,0.0,SA(rl)0^+^:,11 46 2.61 +7 8 34.3,11 46 2.61 +7 8 34.3,176.51087499999997,7.142861111111111,J114602.61+070834.3,176.510875,7.142875,0.056,0.054,0.0,,3,,0000901010020010,2003.2477,2,0.06737,18.2,0.025,16.439,0.004,15.632,0.003,15.224,0.003,14.907,0.005,0.049842
11,46,3.07,+,19,26,13.2,CGCG 097-141,36682,74305,0.017,,S_AB,(_rs),S0+,-1,0.25,S_AB(_rs)0^+^,11 46 3.07 +19 26 13.2,11 46 3.07 +19 26 13.2,176.51279166666666,19.437,J114603.06+192613.1,176.512773,19.436991,0.075,0.061,3.0,,3,,0000001090021010,2005.356,2,0.01733,17.032,0.02,15.297,0.003,14.494,0.002,14.095,0.002,13.756,0.004,0.0711
11,46,6.22,+,3,59,55.5,2MASX J11460624+0359550,1261965,95239,0.100,(R1),SB,(rs),S0/a,0,1.0,(R1)SB(rs)0/a:,11 46 6.22 +3 59 55.5,11 46 6.22 +3 59 55.5,176.52591666666666,3.9987500000000002,J114606.22+035955.5,176.52593,3.998755,0.051,0.047,90.0,,3,,0000000010020010,2001.1402,2,0.09968,18.31,0.037,16.718,0.006,15.828,0.004,15.378,0.004,15.119,0.008,0.050884
11,46,11.08,+,37,6,54.2,2MASX J11461109+3706545,2093278,17830,0.041,(RPL),SA_B_a,(l),Sa,1,0.75,(RPL)SA_B_a(l)a,11 46 11.08 +37 6 54.2,11 46 11.08 +37 6 54.2,176.54616666666666,37.11505555555556,J114611.07+370654.1,176.546164,37.115047,0.049,0.04,6.0,,3,,0000001010021010,2004.2064,2,0.04077,17.343,0.017,15.503,0.003,14.642,0.002,14.254,0.002,13.932,0.004,0.031789
11,46,12.18,+,20,23,29.9,NGC 3884,36706,74683,0.023,(RPL),SA,(_rs),Sa,1,0.0,(RPL)SA(_rs)a,11 46 12.18 +20 23 29.9,11 46 12.18 +20 23 29.9,176.55075,20.391638888888888,J114612.17+202329.9,176.550746,20.391656,0.075,0.06,3.0,,3,,0000901090021010,2005.356,3,0.02329,15.487,0.008,13.59,0.002,12.752,0.002,12.335,0.002,12.077,0.002,0.063232
11,46,19.7,+,35,0,13.5,IC 2960,---,22717,0.033,,SAB_a,(r),Sab,2,0.5,SAB_a(r)ab,11 46 19.7 +35 0 13.5,11 46 19.7 +35 0 13.5,176.58208333333332,35.00375,J114619.69+350013.4,176.582067,35.003736,0.051,0.05,90.0,,3,,0000001010021010,2004.2827,3,0.03266,16.952,0.019,15.084,0.002,14.275,0.002,13.888,0.002,13.59,0.004,0.069637
11,46,29.51,+,34,4,7.7,2MASX J11462951+3404081,2043341,26059,0.112,(R2P),SAB,(l),S0/a,0,0.5,(R2P)SAB(l)0/a,11 46 29.51 +34 4 7.7,11 46 29.51 +34 4 7.7,176.62295833333332,34.06880555555556,J114629.51+340407.6,176.622961,34.068799,0.046,0.045,90.0,,3,,0000001010021100,2004.291,2,0.11209,19.727,0.078,17.96,0.008,16.99,0.006,16.532,0.005,16.178,0.012,0.024882
11,46,37.25,+,22,10,42.7,2MASX J11463723+2210426,1665020,63707,0.036,(R2P),S_AB,(l),Sab,2,0.25,(R2P)S_AB(l)ab,11 46 37.25 +22 10 42.7,11 46 37.25 +22 10 42.7,176.65520833333332,22.17852777777778,J114637.24+221042.6,176.655193,22.178525,0.061,0.055,3.0,,3,,0000001010021210,2005.1892,3,0.03653,18.08,0.019,16.461,0.003,15.702,0.003,15.321,0.003,15.003,0.005,0.051809
11,46,43.94,+,30,7,35.8,2MASX J11464393+3007360,1891292,52995,0.054,(R1),SAB,(l),S0+,-1,0.5,(R1)SAB(l)0^+^,11 46 43.94 +30 7 35.8,11 46 43.94 +30 7 35.8,176.68308333333331,30.12661111111111,J114643.93+300735.7,176.683078,30.126588,0.059,0.05,5.0,,3,,0000001010020010,2004.9567,2,0.05378,18.048,0.027,16.214,0.003,15.381,0.003,14.992,0.003,14.674,0.006,0.084857
11,46,48.49,+,2,16,3.2,SDSS J114648.48+021603.1,1221390,23410,0.104,(R2P),SAB,(l),S0/a,0,0.5,(R2P)SAB(l)0/a,11 46 48.49 +2 16 3.2,11 46 48.49 +2 16 3.2,176.70204166666667,2.2675555555555555,J114648.48+021603.1,176.702033,2.267552,0.052,0.043,90.0,,3,,0000000010020110,2000.9788,3,0.10422,19.77,0.07,18.071,0.009,17.131,0.006,16.722,0.007,16.32,0.016,0.033533
11,47,8.02,+,16,14,55.8,UGC 06759,36755,80724,0.069,"(RP,R)",SA_B,,Sb,3,0.75,"(RP,R)SA_Bb",11 47 8.02 +16 14 55.8,11 47 8.02 +16 14 55.8,176.78341666666665,16.248833333333334,J114708.01+161455.7,176.783392,16.248832,0.079,0.07,2.0,,3,,0000001090021110,2005.416,2,0.06897,17.747,0.026,15.744,0.003,14.782,0.003,14.303,0.003,13.966,0.004,0.085554
11,47,11.31,+,47,14,36.6,2MASX J11471124+4714366,2294852,8175,0.055,,SA,(rs),S0/a,0,0.0,SA(rs)0/a,11 47 11.31 +47 14 36.6,11 47 11.31 +47 14 36.6,176.79712499999997,47.243500000000004,J114711.31+471436.7,176.797127,47.243532,0.062,0.049,6.0,,3,,0000901010020010,2003.1769,3,0.05527,18.922,0.049,17.506,0.006,16.905,0.006,16.516,0.006,16.272,0.018,0.115097
11,47,13.07,+,11,37,54.2,2MASX J11471309+1137541,1396437,9540,0.084,(R1P),S_AB,(l),Sb,3,0.25,(R1P)S_AB(l)b:,11 47 13.07 +11 37 54.2,11 47 13.07 +11 37 54.2,176.8044583333333,11.631722222222223,J114713.06+113754.1,176.804436,11.631713,0.058,0.051,2.0,,3,,0000001010021110,2003.2229,3,0.08437,19.274,0.081,17.499,0.007,16.6,0.005,16.181,0.005,15.864,0.012,0.085518
11,47,25.94,+,49,8,18.7,2MASX J11472595+4908185,2334535,54376,0.055,(R2P),SAB_a,(irpl),S0/a,0,0.5,(R2P)SAB_a(irpl)0/a,11 47 25.94 +49 8 18.7,11 47 25.94 +49 8 18.7,176.85808333333333,49.138527777777774,J114725.94+490818.6,176.858086,49.138519,0.048,0.039,97.0,,3,,0000000010021010,2002.1064,2,0.05484,18.219,0.026,16.47,0.004,15.665,0.003,15.275,0.003,14.974,0.006,0.032098
11,47,28.2,+,13,51,15.3,2MASX J11472820+1351153,1442369,11655,0.069,(RP),SA,(r),Sb,3,0.0,(RP)SA(r)b: pec,11 47 28.2 +13 51 15.3,11 47 28.2 +13 51 15.3,176.86749999999998,13.85425,J114728.19+135115.2,176.867488,13.854238,0.052,0.052,0.0,,3,,0000001294021048,2004.0749,2,0.06917,18.985,0.049,17.18,0.008,16.318,0.007,15.902,0.007,15.574,0.011,0.060352
11,47,33.03,+,31,8,37.7,2MASX J11473299+3108381,1933649,31232,0.135,(R1R2P),S_AB,(l),Sb,3,0.25,(R1R2P)S_AB(l)b:,11 47 33.03 +31 8 37.7,11 47 33.03 +31 8 37.7,176.88762499999999,31.143805555555556,J114733.02+310837.6,176.887611,31.143779,0.067,0.062,94.0,,3,,0000001010021110,2004.3621,2,0.13514,19.72,0.095,17.9,0.01,16.875,0.006,16.444,0.006,16.081,0.014,0.104864
11,47,33.79,+,43,3,1.6,2MASX J11473382+4303021,2211877,25151,0.071,(R1),SAB,(l),S0+,-1,0.5,(R1)SAB(l)0^+^,11 47 33.79 +43 3 1.6,11 47 33.79 +43 3 1.6,176.89079166666664,43.050444444444445,J114733.78+430301.6,176.89078,43.050457,0.038,0.038,0.0,,3,,0000901010021010,2003.3132,3,0.07154,18.846,0.036,16.847,0.004,15.966,0.003,15.544,0.003,15.24,0.006,0.054679
11,47,33.92,+,42,8,58.0,2MASX J11473368+4208391,3776989,24552,0.088,(R2P),SAB,(l),Sa,1,0.5,(R2P)SAB(l)a:,11 47 33.92 +42 8 58.0,11 47 33.92 +42 8 58.0,176.8913333333333,42.14944444444444,J114733.92+420857.9,176.891338,42.149431,0.044,0.038,96.0,,3,,0000001010021010,2003.2475,3,0.08859,19.284,0.044,17.587,0.006,16.507,0.004,16.072,0.004,15.766,0.008,0.050085
11,47,43.69,+,1,49,34.4,UGC 06769,36800,17395,0.028,,SB,"(_rs,bl)",Sbc,4,1.0,"SB(_rs,bl)bc",11 47 43.69 +1 49 34.4,11 47 43.69 +1 49 34.4,176.93204166666663,1.8262222222222222,J114743.68+014934.3,176.932036,1.826217,0.059,0.04,90.0,,3,,0000000010021110,2000.343,3,0.02855,16.497,0.019,14.644,0.002,13.841,0.002,13.428,0.002,13.113,0.004,0.027805
11,47,44.0,+,15,25,34.1,SDSS J114744.00+152534.1,---,81906,---,(R),SAB,(l),S0+,-1,0.5,(R)SAB(l)0^+^:,11 47 44.0 +15 25 34.1,11 47 44.0 +15 25 34.1,176.9333333333333,15.426138888888888,J114744.00+152534.1,176.933349,15.426141,0.057,0.051,3.0,,3,,0000001010021110,2003.0759,3,,19.496,0.056,17.523,0.006,16.534,0.004,16.084,0.005,15.733,0.01,0.054545
11,47,46.8,+,36,26,15.6,KUG 1145+367,36808,13924,0.031,(RL),SA,(_rs),Sab,2,0.0,(RL)SA(_rs)ab,11 47 46.8 +36 26 15.6,11 47 46.8 +36 26 15.6,176.94499999999996,36.437666666666665,J114746.80+362615.5,176.94501,36.437662,0.049,0.048,90.0,,3,,0000001090020010,2004.0834,2,0.03091,17.037,0.013,15.912,0.003,15.391,0.003,15.109,0.003,14.867,0.006,0.033339
11,47,51.21,-,1,56,6.3,2MASX J11475121-0156062,1106057,4742,0.116,,S_AB,(rl),S0+,-1,0.25,S_AB(rl)0^+^,11 47 51.21 -1 56 6.3,11 47 51.21 -1 56 6.3,176.96337499999998,-1.9350833333333333,J114751.21-015606.3,176.963392,-1.935084,0.037,0.037,0.0,,3,,0000000010020000,2000.1709,2,0.11581,18.837,0.053,17.012,0.016,16.015,0.004,15.709,0.016,15.253,0.009,0.061279
11,47,51.48,+,47,46,50.8,2MASX J11475144+4746511,2304278,8381,0.073,(RL),SA,(l),S0+,-1,0.0,(RL)SA(l)0^+^:,11 47 51.48 +47 46 50.8,11 47 51.48 +47 46 50.8,176.9645,47.78077777777778,J114751.48+474650.9,176.964516,47.780817,0.059,0.056,5.0,,3,,0000901010020010,2003.1769,3,0.07267,19.443,0.048,17.58,0.006,16.733,0.004,16.313,0.005,15.986,0.009,0.146471
11,47,52.47,+,19,9,19.2,2MASX J11475247+1909188,1582395,74140,0.038,(RP),SA,(rs),Sab,2,0.0,(RP)SA(rs)ab,11 47 52.47 +19 9 19.2,11 47 52.47 +19 9 19.2,176.96862499999997,19.15533333333333,J114752.47+190919.1,176.968647,19.155318,0.074,0.066,2.0,,3,,0000901010020110,2005.356,3,0.03758,17.721,0.03,15.756,0.003,14.882,0.003,14.461,0.002,14.125,0.005,0.092937
11,47,55.3,-,0,50,31.7,2MASX J11475531-0050312,1133319,41895,0.077,(R2P),SA_B,(s),Sa,1,0.75,(R2P)SA_B(s)a,11 47 55.3 -0 50 31.7,11 47 55.3 -0 50 31.7,176.98041666666666,-0.8421388888888889,J114755.30-005031.7,176.980441,-0.842138,0.052,0.048,0.0,,3,,0000001010000010,1999.2206,3,0.07761,19.047,0.035,17.229,0.005,16.369,0.004,15.956,0.004,15.638,0.008,0.087979
11,48,7.33,+,37,27,9.5,VV 673 NED03,---,18022,0.043,,SB,(r),S0+,-1,1.0,SB(r)0^+^,11 48 7.33 +37 27 9.5,11 48 7.33 +37 27 9.5,177.03054166666666,37.45263888888889,J114807.32+372709.4,177.030527,37.452632,0.044,0.041,4.0,,3,,00002010100A0014,2004.2064,2,0.04309,17.73,0.027,15.775,0.003,14.902,0.003,14.502,0.003,14.171,0.005,0.048512
11,48,25.26,-,3,31,32.5,LCRS B114551.8-031453,---,3791,0.087,(RP),SA,(rl),Sa,1,0.0,(RP)SA(rl)a:  pec,11 48 25.26 -3 31 32.5,11 48 25.26 -3 31 32.5,177.10524999999998,-3.5256944444444445,J114825.25-033132.5,177.105229,-3.525701,0.053,0.038,90.0,,3,,0000000090000010,2000.1709,2,0.08673,18.066,0.034,16.346,0.005,15.484,0.003,15.084,0.004,14.8,0.008,0.079451
11,48,42.15,+,55,54,5.3,2MASX J11484210+5554051,83513,47158,0.076,(RPL),SA_B,(s),Sa,1,0.75,(RPL)SA_B(s)a,11 48 42.15 +55 54 5.3,11 48 42.15 +55 54 5.3,177.175625,55.90147222222222,J114842.15+555405.1,177.175626,55.901441,0.046,0.039,7.0,,3,,0000000090020010,2001.9641,3,0.07578,18.232,0.041,16.34,0.004,15.488,0.003,15.086,0.003,14.749,0.007,0.112499
11,48,49.96,+,60,11,43.4,SBS 1146+604,36888,35125,0.012,(RL),SA,,S0o,-2,0.5,(RL)SAB_a0^o,11 48 49.96 +60 11 43.4,11 48 49.96 +60 11 43.4,177.20816666666664,60.195388888888886,J114849.96+601143.4,177.208188,60.195399,0.046,0.033,97.0,,3,,00002000100A0014,2001.2874,3,,16.51,0.008,15.176,0.002,14.491,0.002,14.103,0.002,13.755,0.003,0.052934
11,49,1.58,+,0,46,51.2,SDSS J114901.57+004651.1,1175287,44904,0.126,,SA,(rs),Sab,2,0.0,SA(rs)ab:,11 49 1.58 +0 46 51.2,11 49 1.58 +0 46 51.2,177.2565833333333,0.780888888888889,J114901.57+004651.1,177.256573,0.780885,0.051,0.044,0.0,,3,,0000001010021010,1999.2206,3,0.12577,19.09,0.043,17.492,0.006,16.645,0.005,16.226,0.005,15.902,0.011,0.039897
11,49,2.38,+,24,52,12.8,2MASX J11490240+2452125,1718734,70539,0.051,(RP),SB,,Sb,3,1.0,(RP)SBb pec,11 49 2.38 +24 52 12.8,11 49 2.38 +24 52 12.8,177.25991666666664,24.87022222222222,J114902.38+245212.7,177.259926,24.870217,0.072,0.065,93.0,,3,,0000001010000110,2005.2516,2,0.05158,18.423,0.049,16.619,0.005,15.798,0.004,15.397,0.004,15.044,0.01,0.036104
11,49,9.46,+,27,1,19.3,NGC 3900,36914,54463,0.006,(RP),SA,(r),Sa,1,0.0,(RP)SA(r)a / E,11 49 9.46 +27 1 19.3,11 49 9.46 +27 1 19.3,177.28941666666665,27.022027777777776,J114909.46+270119.2,177.289416,27.022017,0.072,0.063,4.0,,3,,0000001090021010,2004.9732,3,,14.41,0.004,12.605,0.002,11.853,0.002,11.457,0.002,11.172,0.002,0.038839
11,49,10.12,+,8,41,56.2,2MASX J11491014+0841565,1352011,61124,0.083,(R),SAB_a,"(l,bl)",S0/a,0,0.5,"(R)SAB_a(l,bl)0/a pec",11 49 10.12 +8 41 56.2,11 49 10.12 +8 41 56.2,177.29216666666665,8.698944444444445,J114910.11+084156.2,177.292152,8.698947,0.061,0.05,1.0,,3,,0000000010021110,2002.1938,3,0.08341,18.947,0.041,17.025,0.005,16.074,0.004,15.652,0.004,15.315,0.006,0.053221
11,49,10.99,+,10,53,55.1,2MASX J11491100+1053555,1386070,63460,0.053,(RP),SA,(l),Sbc,4,0.0,(RP)SA(l)bc pec,11 49 10.99 +10 53 55.1,11 49 10.99 +10 53 55.1,177.29579166666664,10.898638888888888,J114910.98+105355.0,177.29577,10.898629,0.051,0.046,3.0,,3,,0000000010021010,2002.1938,3,0.05319,17.548,0.029,16.049,0.004,15.377,0.003,15.018,0.003,14.782,0.007,0.084763
11,49,22.66,+,14,23,32.6,2MASX J11492268+1423328,3777529,11909,0.077,(R2P),SAB,(l),S0/a,0,0.5,(R2P)SAB(l)0/a,11 49 22.66 +14 23 32.6,11 49 22.66 +14 23 32.6,177.34441666666663,14.392388888888888,J114922.65+142332.6,177.34441,14.392398,0.058,0.056,90.0,,3,,0000001010020310,2004.075,2,0.07718,19.622,0.07,17.64,0.007,16.699,0.005,16.284,0.004,15.944,0.009,0.040318
11,49,29.16,+,64,9,8.8,2MASX J11492910+6409086,2665020,24728,0.111,(R1P),SAB_a,(l),Sab,2,0.5,(R1P)SAB_a(l)ab,11 49 29.16 +64 9 8.8,11 49 29.16 +64 9 8.8,177.3715,64.15244444444446,J114929.16+640908.7,177.371515,64.15243,0.042,0.033,97.0,,3,,0000000090020110,2001.0717,3,0.11147,19.169,0.063,17.51,0.007,16.609,0.005,16.162,0.005,15.85,0.012,0.056916
11,49,30.29,+,21,2,36.5,CGCG 127-062,36939,37421,0.022,(RPL),SA,(l),S0/a,0,0.0,(RPL)SA(l)0/a,11 49 30.29 +21 2 36.5,11 49 30.29 +21 2 36.5,177.3762083333333,21.043472222222224,J114930.28+210236.4,177.376172,21.043452,0.087,0.058,3.0,,3,,0000001010021010,2005.2521,3,0.02185,16.786,0.012,15.03,0.002,14.247,0.002,13.845,0.002,13.566,0.003,0.141901
11,49,33.66,+,12,22,57.4,2MASX J11493363+1222568,87465,17117,0.084,(R),SAB,(l),S0+,-1,0.5,(R)SAB(l)0^+^,11 49 33.66 +12 22 57.4,11 49 33.66 +12 22 57.4,177.39024999999998,12.382611111111112,J114933.65+122257.3,177.390243,12.3826,0.059,0.058,90.0,,3,,0000001010021110,2003.2449,2,0.08421,18.959,0.051,16.984,0.005,16.078,0.004,15.65,0.004,15.333,0.007,0.047022
11,49,34.79,+,18,42,19.2,2MASX J11493473+1842186,1567654,74036,0.081,(R2P),SAB,,Sab,2,0.5,(R2P)SABab:,11 49 34.79 +18 42 19.2,11 49 34.79 +18 42 19.2,177.3949583333333,18.705333333333332,J114934.77+184219.1,177.394911,18.705312,0.072,0.072,0.0,,3,,0000001010020010,2005.356,2,0.08077,19.238,0.046,17.36,0.006,16.518,0.004,16.104,0.004,15.793,0.009,0.178563
11,50,5.94,+,66,42,59.7,2MASX J11500591+6642599,2690292,12354,0.079,,SAB,(r),S0+,-1,0.5,SAB(r)0^+^,11 50 5.94 +66 42 59.7,11 50 5.94 +66 42 59.7,177.52474999999998,66.71658333333333,J115005.94+664259.6,177.524754,66.716571,0.029,0.023,97.0,,3,,0000900090021110,2000.321,2,0.07877,18.553,0.052,16.621,0.005,15.711,0.004,15.309,0.004,14.965,0.008,0.044867
11,50,14.92,+,6,57,47.3,2MASX J11501489+0657470,1310991,59725,0.077,,SA,(rs),Sab,2,0.0,SA(rs)ab:,11 50 14.92 +6 57 47.3,11 50 14.92 +6 57 47.3,177.56216666666666,6.963138888888889,J115014.92+065747.2,177.562178,6.963135,0.054,0.049,0.0,,3,,0000000010020010,2002.1746,2,0.07754,18.482,0.041,16.732,0.005,15.95,0.004,15.551,0.003,15.294,0.007,0.042496
11,50,32.52,+,55,3,28.8,MCG +09-19-213,37013,46697,0.018,(RL),SA,(r),S0+,-1,0.0,(RL)SA(r)0^+^,11 50 32.52 +55 3 28.8,11 50 32.52 +55 3 28.8,177.63549999999998,55.058,J115032.51+550328.7,177.635483,55.057983,0.049,0.037,6.0,,3,,0000000010021010,2001.9641,3,0.01837,16.95,0.017,15.223,0.003,14.345,0.002,13.914,0.002,13.544,0.004,0.070373
11,50,35.54,+,14,53,4.7,2MASX J11503557+1453050,1469593,81450,0.055,(RP),S_AB,(l),Sab,2,0.25,(RP)S_AB(l)ab:,11 50 35.54 +14 53 4.7,11 50 35.54 +14 53 4.7,177.64808333333332,14.884638888888889,J115035.54+145304.7,177.648086,14.884646,0.056,0.054,0.0,,3,,0000001010021210,2003.0759,3,0.05558,18.546,0.027,16.677,0.004,15.848,0.003,15.444,0.003,15.112,0.007,0.027511
11,50,36.66,+,11,21,51.9,2MASX J11503663+1121520,1392490,15723,0.031,(R1R2P),SAB,(l),Sa,1,0.5,(R1R2P)SAB(l)a,11 50 36.66 +11 21 51.9,11 50 36.66 +11 21 51.9,177.65275,11.364416666666667,J115036.65+112151.9,177.652737,11.364422,0.062,0.051,1.0,,3,,0000001010021010,2003.2449,2,0.03067,18.091,0.024,16.403,0.004,15.581,0.003,15.174,0.003,14.883,0.005,0.050006
11,50,37.45,+,17,49,24.2,2MASX J11503745+1749240,1542672,82032,0.075,(RP),SA_B,(r),Sab,2,0.75,(RP)SA_B(r)ab,11 50 37.45 +17 49 24.2,11 50 37.45 +17 49 24.2,177.65604166666665,17.82338888888889,J115037.44+174924.2,177.656017,17.823399,0.078,0.075,90.0,,3,,0000001090020010,2005.416,3,0.07464,18.167,0.052,16.391,0.005,15.58,0.004,15.152,0.005,14.834,0.01,0.091762
11,51,6.47,-,3,14,2.3,LCRS B114833.0-025722,115383,4048,0.075,(R),S_AB,(l),S0+,-1,0.25,(R)S_AB(l)0^+^,11 51 6.47 -3 14 2.3,11 51 6.47 -3 14 2.3,177.7769583333333,-3.2339722222222225,J115106.47-031402.2,177.776976,-3.233963,0.039,0.036,90.0,,3,,0000000010021010,2000.1709,2,0.07505,19.379,0.062,17.4,0.006,16.505,0.004,16.082,0.004,15.734,0.009,0.071979
