,JID,RAdeg,DEdeg,z,TType,Bar,Ring,FRing,RC3
6041,J231015.05-104754.40,347.563,-10.798,0.067,-5.0,0.0,0.0,0.0,999999
6042,J220504.04-090126.80,331.267,-9.024,0.064,-5.0,0.0,0.0,0.0,999999
6044,J221324.77-091652.20,333.354,-9.281,0.04,6.0,0.0,0.0,0.0,999999
6045,J221516.18-091547.66,333.818,-9.263,0.039,-3.0,0.0,0.0,0.0,999999
6046,J222854.74-093709.46,337.229,-9.619,0.056,4.0,0.0,0.0,0.0,999999
6047,J223027.46-093701.80,337.615,-9.617,0.058,-5.0,0.0,0.0,0.0,999999
6048,J223022.12-094310.38,337.593,-9.719,0.031,6.0,0.0,0.0,0.0,999999
6049,J223409.84-094549.44,338.542,-9.763,0.032,-2.0,0.0,0.0,0.0,999999
6050,J223531.80-094008.27,338.883,-9.668,0.035,5.0,0.0,0.0,0.0,999999
6051,J223600.09-095041.24,339.001,-9.844,0.063,-5.0,0.0,0.0,0.0,999999
6052,J224921.01-100438.95,342.338,-10.077,0.065,-5.0,0.0,0.0,0.0,999999
6054,J230522.09-101323.30,346.343,-10.223,0.032,4.0,0.0,0.0,0.0,999999
6055,J231016.64-101436.68,347.57,-10.243,0.033,5.0,0.0,0.0,0.0,999999
6056,J231240.78-102306.51,348.17,-10.385,0.071,-5.0,0.0,0.0,0.0,999999
6057,J220412.01-083836.01,331.051,-8.643,0.064,-5.0,0.0,0.0,0.0,999999
6058,J221140.63-084836.94,332.92,-8.81,0.084,0.0,0.0,0.0,0.0,999999
6059,J221244.19-085405.46,333.185,-8.901,0.071,-5.0,0.0,0.0,0.0,999999
6060,J221844.25-085834.08,334.685,-8.976,0.039,5.0,72.0,0.0,0.0,999999
6061,J222332.57-090437.77,335.886,-9.077,0.086,-5.0,0.0,0.0,0.0,999999
6062,J222852.76-090452.59,337.22,-9.081,0.071,2.0,0.0,0.0,0.0,999999
6064,J225704.78-094209.24,344.27,-9.702,0.081,-5.0,0.0,0.0,0.0,999999
6065,J230326.08-094852.33,345.859,-9.814,0.066,3.0,8.0,0.0,0.0,999999
6066,J231417.17-095010.36,348.572,-9.836,0.012,6.0,8.0,0.0,0.0,.SBS9*/
6067,J215723.40-075814.02,329.348,-7.97,0.057,-5.0,0.0,0.0,0.0,999999
6068,J215910.35-080431.23,329.794,-8.075,0.053,5.0,72.0,0.0,0.0,999999
6069,J220217.96-080552.35,330.575,-8.097,0.065,-5.0,0.0,0.0,0.0,999999
6070,J220602.53-082106.51,331.511,-8.351,0.067,1.0,0.0,0.0,0.0,999999
6071,J220751.02-081751.90,331.963,-8.297,0.063,-5.0,0.0,0.0,0.0,999999
6072,J221754.64-083123.02,334.478,-8.523,0.038,-3.0,0.0,0.0,0.0,999999
6073,J222034.57-082936.06,335.145,-8.493,0.038,-2.0,0.0,0.0,0.0,999999
6074,J222127.15-083849.77,335.364,-8.647,0.038,0.0,0.0,0.0,0.0,999999
6075,J222528.80-084340.62,336.371,-8.727,0.084,-3.0,0.0,0.0,0.0,999999
6076,J224110.77-090051.83,340.295,-9.014,0.072,99.0,0.0,0.0,0.0,999999
6077,J225239.26-091604.03,343.164,-9.267,0.015,2.0,0.0,0.0,0.0,999999
6078,J225618.27-091949.74,344.077,-9.33,0.018,6.0,0.0,0.0,0.0,.SXS8..
6079,J230517.34-092139.50,346.323,-9.36,0.033,4.0,0.0,0.0,0.0,999999
6080,J231439.12-092619.91,348.664,-9.438,0.033,6.0,0.0,0.0,0.0,999999
6082,J222700.94-081847.05,336.754,-8.313,0.024,6.0,8.0,0.0,0.0,999999
6083,J223143.19-082431.75,337.93,-8.408,0.083,-5.0,0.0,0.0,0.0,999999
6084,J224330.86-083843.93,340.879,-8.645,0.014,5.0,0.0,0.0,0.0,999999
6085,J224534.07-084502.64,341.392,-8.75,0.05,1.0,0.0,0.0,0.0,999999
6086,J225546.96-085457.87,343.946,-8.916,0.06,-5.0,0.0,0.0,0.0,999999
6087,J230748.86-085700.72,346.954,-8.95,0.062,2.0,0.0,0.0,0.0,999999
6089,J220233.35-071623.11,330.639,-7.273,0.059,5.0,0.0,0.0,0.0,999999
6090,J220521.65-072509.89,331.341,-7.419,0.028,-3.0,0.0,0.0,0.0,999999
6091,J220630.85-072938.55,331.629,-7.494,0.061,1.0,0.0,0.0,0.0,999999
6092,J220711.50-072943.51,331.798,-7.495,0.063,2.0,32.0,0.0,0.0,999999
6093,J220731.20-072922.08,331.881,-7.489,0.064,2.0,0.0,0.0,0.0,999999
6094,J220816.82-072919.00,332.071,-7.488,0.06,-5.0,0.0,0.0,0.0,999999
6095,J221203.50-073444.18,333.015,-7.578,0.054,-2.0,0.0,0.0,0.0,999999
6096,J221313.40-073305.79,333.306,-7.551,0.027,-5.0,0.0,0.0,0.0,999999
6097,J221957.25-073958.26,334.989,-7.666,0.038,4.0,4.0,0.0,0.0,999999
6098,J223251.87-075813.41,338.217,-7.97,0.061,3.0,0.0,0.0,0.0,999999
6100,J230345.61-082645.72,345.941,-8.446,0.033,-2.0,0.0,0.0,0.0,999999
6101,J230530.45-083446.73,346.377,-8.579,0.033,2.0,0.0,0.0,0.0,999999
6102,J231047.25-083243.21,347.697,-8.545,0.094,-5.0,0.0,0.0,0.0,999999
6103,J204832.04-011427.98,312.134,-1.241,0.057,2.0,0.0,0.0,0.0,999999
6105,J210739.62-011341.50,316.916,-1.228,0.06,-5.0,0.0,0.0,0.0,999999
6106,J210821.50-010813.23,317.09,-1.137,0.059,-2.0,8.0,0.0,0.0,999999
6107,J211837.27-010537.91,319.656,-1.093,0.062,1.0,32.0,0.0,0.0,999999
6109,J212739.64-010607.83,321.916,-1.102,0.03,4.0,0.0,0.0,0.0,999999
6110,J212851.19-010412.46,322.214,-1.07,0.053,4.0,0.0,0.0,0.0,999999
6111,J204625.73-004731.93,311.608,-0.792,0.058,-3.0,0.0,0.0,0.0,999999
6112,J204854.61-004917.03,312.228,-0.821,0.055,-5.0,0.0,0.0,0.0,999999
6113,J205050.78-004350.85,312.712,-0.73,0.058,-5.0,0.0,0.0,0.0,999999
6114,J205339.77-003748.11,313.416,-0.63,0.055,-5.0,0.0,0.0,0.0,999999
6115,J205355.59-003834.96,313.482,-0.643,0.055,-5.0,0.0,0.0,0.0,999999
6116,J205424.12-004831.57,313.601,-0.808,0.048,-5.0,0.0,0.0,0.0,999999
6118,J205536.51-003811.73,313.903,-0.636,0.054,-3.0,0.0,0.0,0.0,999999
6119,J205641.65-004906.17,314.174,-0.818,0.054,3.0,0.0,0.0,0.0,999999
6120,J210407.85-004612.48,316.033,-0.77,0.048,-5.0,0.0,0.0,0.0,999999
6121,J210621.68-004616.38,316.591,-0.771,0.049,3.0,0.0,0.0,0.0,999999
6122,J211008.15-004622.79,317.534,-0.772,0.034,-5.0,0.0,0.0,0.0,999999
6123,J211051.35-004025.09,317.714,-0.673,0.033,1.0,0.0,0.0,0.0,999999
6125,J212619.92-004516.91,321.584,-0.754,0.052,-2.0,0.0,0.0,0.0,999999
6126,J204615.92-001319.81,311.567,-0.222,0.013,-2.0,4.0,0.0,0.0,.S?....
6127,J205818.04-002019.59,314.576,-0.338,0.054,4.0,0.0,0.0,0.0,999999
6128,J210444.87-001256.89,316.187,-0.215,0.048,5.0,4.0,0.0,0.0,999999
6129,J210557.24-002211.83,316.489,-0.369,0.034,6.0,8.0,0.0,0.0,999999
6130,J211145.28-001309.55,317.939,-0.219,0.061,1.0,0.0,0.0,0.0,999999
6131,J211200.40-001646.40,318.002,-0.279,0.012,9.0,0.0,0.0,0.0,999999
6132,J211211.45-001531.30,318.048,-0.258,0.047,5.0,8.0,0.0,0.0,999999
6133,J211313.01-002159.77,318.305,-0.366,0.021,6.0,0.0,0.0,0.0,999999
6134,J212928.97-001310.66,322.371,-0.219,0.05,1.0,0.0,0.0,0.0,999999
6135,J212948.46-001848.80,322.452,-0.313,0.03,-3.0,0.0,0.0,0.0,999999
6136,J214351.30-001917.05,325.964,-0.321,0.027,-5.0,0.0,0.0,0.0,999999
6139,J205103.70+000825.54,312.766,0.141,0.023,9.0,0.0,0.0,0.0,999999
6140,J205222.37+000432.60,313.094,0.076,0.031,4.0,0.0,0.0,0.0,999999
6141,J205432.42+000231.09,313.636,0.042,0.03,5.0,0.0,0.0,0.0,999999
6142,J205755.39+000711.30,314.481,0.12,0.024,0.0,0.0,0.0,0.0,999999
6143,J210206.52+001208.37,315.528,0.203,0.051,-2.0,2.0,0.0,0.0,999999
6144,J210353.36+001123.72,315.973,0.19,0.052,1.0,72.0,0.0,0.0,999999
6145,J210614.04+000552.03,316.559,0.098,0.051,5.0,0.0,0.0,0.0,999999
6146,J210836.70+000414.47,317.153,0.071,0.048,-3.0,0.0,0.0,0.0,999999
6147,J211347.56+001028.15,318.449,0.175,0.06,5.0,0.0,0.0,0.0,999999
6148,J211414.65+000929.94,318.562,0.159,0.061,-5.0,0.0,0.0,0.0,999999
6149,J211940.74+000715.35,319.92,0.121,0.034,5.0,0.0,0.0,0.0,999999
6150,J212518.24+001105.04,321.327,0.185,0.063,0.0,0.0,0.0,0.0,999999
6152,J212927.49+000158.45,322.365,0.033,0.053,3.0,0.0,0.0,0.0,999999
6155,J204703.30+002612.47,311.764,0.437,0.013,1.0,0.0,0.0,0.0,999999
6156,J204707.24+002548.65,311.781,0.431,0.013,-5.0,0.0,0.0,0.0,RL..0P*
6157,J204720.36+002902.59,311.835,0.485,0.015,-5.0,0.0,0.0,0.0,.L..0*.
6158,J205519.26+003226.14,313.831,0.541,0.024,5.0,0.0,0.0,0.0,999999
6159,J210451.96+002652.74,316.217,0.448,0.014,2.0,16.0,0.0,0.0,999999
6160,J210915.57+003124.48,317.315,0.524,0.051,1.0,0.0,0.0,0.0,999999
6162,J211400.54+003206.36,318.503,0.536,0.027,-3.0,0.0,0.0,0.0,999999
6163,J211800.86+003415.12,319.504,0.571,0.035,-5.0,0.0,0.0,0.0,999999
6164,J212636.74+003647.35,321.654,0.614,0.031,7.0,72.0,0.0,0.0,999999
6165,J213702.36+002541.70,324.26,0.429,0.052,3.0,0.0,0.0,0.0,999999
6166,J205838.24+005445.24,314.66,0.913,0.048,-5.0,0.0,0.0,0.0,999999
6167,J211031.84+005342.18,317.633,0.896,0.069,-5.0,0.0,0.0,0.0,999999
6168,J211603.77+010106.03,319.016,1.019,0.032,-5.0,0.0,0.0,0.0,999999
6169,J212258.68+010136.18,320.745,1.027,0.032,-5.0,0.0,0.0,0.0,999999
6170,J212342.06+005418.46,320.926,0.906,0.051,2.0,0.0,0.0,0.0,999999
6171,J212417.32+010142.19,321.073,1.029,0.02,99.0,0.0,0.0,0.0,999999
6172,J212434.64+005844.60,321.145,0.98,0.05,1.0,0.0,0.0,0.0,999999
6175,J211452.40-005839.94,318.719,-0.977,0.045,-2.0,0.0,0.0,0.0,999999
6176,J211545.82-010111.01,318.941,-1.019,0.02,6.0,0.0,0.0,0.0,999999
6177,J211900.27-005750.31,319.752,-0.963,0.02,-5.0,0.0,0.0,0.0,999999
6178,J204148.00-002805.98,310.451,-0.468,0.027,-2.0,0.0,0.0,0.0,999999
6179,J205718.98-002942.41,314.33,-0.495,0.055,-5.0,0.0,0.0,0.0,999999
6180,J205802.71-002658.11,314.512,-0.449,0.068,4.0,0.0,0.0,0.0,999999
6182,J204759.94-001048.02,312.0,-0.18,0.015,6.0,0.0,0.0,0.0,.I..9*.
6183,J205433.29-000709.07,313.639,-0.119,0.024,12.0,0.0,0.0,0.0,999999
6184,J205440.97-000303.95,313.671,-0.051,0.031,5.0,0.0,0.0,0.0,999999
6185,J205938.58-000213.51,314.911,-0.037,0.052,-5.0,0.0,0.0,0.0,999999
6186,J210107.74-001142.64,315.283,-0.195,0.024,3.0,0.0,0.0,0.0,.SXT2*.
6187,J211311.99-000836.69,318.3,-0.143,0.033,0.0,0.0,0.0,0.0,999999
6188,J211318.75-000955.05,318.329,-0.165,0.033,5.0,0.0,0.0,0.0,999999
6189,J211420.73-000034.81,318.587,-0.009,0.047,5.0,0.0,0.0,0.0,999999
6191,J204724.30+001802.95,311.852,0.301,0.013,-5.0,0.0,0.0,0.0,.E+..P*
6193,J205325.83+001708.88,313.358,0.286,0.03,12.0,0.0,0.0,0.0,999999
6194,J210032.89+001739.99,315.138,0.295,0.051,3.0,0.0,0.0,0.0,999999
6195,J203849.32+004126.92,309.706,0.691,0.049,-5.0,0.0,0.0,0.0,999999
6196,J204052.08+003909.94,310.218,0.653,0.027,3.0,0.0,0.0,0.0,.S..5./
6197,J205324.62+003907.05,313.353,0.652,0.013,4.0,0.0,0.0,0.0,.S..4..
6198,J205404.37+004638.74,313.519,0.778,0.03,5.0,0.0,0.0,0.0,.S..4P?
6200,J212049.32+004528.32,320.206,0.758,0.035,4.0,0.0,0.0,0.0,999999
6201,J203702.59+010411.19,309.261,1.07,0.049,-2.0,0.0,0.0,0.0,999999
6202,J204708.68+010646.26,311.787,1.113,0.05,6.0,0.0,0.0,0.0,999999
6203,J204907.48+010838.59,312.282,1.145,0.05,-3.0,0.0,0.0,0.0,999999
6204,J205756.54+010432.68,314.486,1.076,0.049,3.0,0.0,0.0,0.0,999999
6205,J211307.73+011347.23,318.283,1.23,0.014,99.0,0.0,0.0,0.0,999999
6206,J211621.96+010505.61,319.092,1.085,0.032,3.0,0.0,0.0,0.0,999999
6207,J213005.53-005721.04,322.524,-0.955,0.051,4.0,0.0,0.0,0.0,999999
6208,J213050.25-005538.93,322.71,-0.927,0.05,1.0,0.0,0.0,0.0,999999
6209,J214352.64-005857.97,325.97,-0.982,0.051,6.0,0.0,0.0,0.0,999999
6210,J214918.80-010025.78,327.329,-1.007,0.061,-3.0,0.0,0.0,0.0,999999
6211,J215118.08-005725.33,327.826,-0.957,0.028,-3.0,0.0,0.0,0.0,999999
6213,J221112.97-010137.27,332.805,-1.027,0.034,5.0,0.0,0.0,0.0,999999
6215,J223916.11-005935.14,339.818,-0.993,0.053,-5.0,0.0,0.0,0.0,999999
6216,J223954.96-005918.97,339.98,-0.988,0.054,-5.0,0.0,0.0,0.0,999999
6217,J224423.73-005304.00,341.099,-0.884,0.061,-5.0,0.0,0.0,0.0,999999
6218,J225702.48-010140.72,344.261,-1.027,0.08,-5.0,0.0,0.0,0.0,999999
6219,J230240.24-005159.44,345.668,-0.866,0.027,7.0,4.0,0.0,0.0,999999
6220,J230641.33-005106.68,346.673,-0.851,0.055,3.0,0.0,0.0,0.0,999999
6221,J230909.07-005218.14,347.288,-0.871,0.027,2.0,8.0,0.0,0.0,999999
6222,J232029.07-010008.70,350.122,-1.002,0.032,-5.0,0.0,0.0,0.0,999999
6224,J232252.31-010000.94,350.718,-1.0,0.034,-5.0,0.0,0.0,0.0,999999
6227,J233225.26-005049.28,353.106,-0.847,0.018,10.0,0.0,0.0,0.0,999999
6229,J234107.76-010215.25,355.283,-1.037,0.037,2.0,0.0,0.0,0.0,999999
6232,J235627.30-005040.85,359.114,-0.844,0.024,5.0,0.0,0.0,0.0,999999
6233,J235656.66-005912.30,359.237,-0.986,0.033,-2.0,0.0,0.0,0.0,999999
6234,J001104.29-005931.01,2.768,-0.991,0.055,1.0,0.0,0.0,0.0,999999
6236,J002220.79-005603.86,5.587,-0.934,0.059,2.0,0.0,0.0,0.0,999999
6238,J005508.96-010247.33,13.788,-1.046,0.046,-5.0,0.0,0.0,0.0,.L?....
6239,J005516.88-005504.62,13.821,-0.917,0.045,1.0,96.0,0.0,0.0,999999
6240,J005623.54-005912.82,14.099,-0.986,0.045,-5.0,0.0,0.0,0.0,999999
6241,J005702.04-005230.70,14.259,-0.875,0.045,-5.0,0.0,0.0,0.0,.S?....
6242,J005713.75-010044.08,14.308,-1.012,0.04,-5.0,0.0,0.0,0.0,999999
6243,J212903.03-002824.85,322.263,-0.473,0.031,5.0,8.0,0.0,0.0,999999
6244,J212912.51-003718.28,322.303,-0.621,0.031,-5.0,0.0,0.0,0.0,999999
6245,J212913.38-003125.99,322.306,-0.523,0.031,-2.0,0.0,0.0,0.0,999999
6246,J213500.39-003041.15,323.752,-0.511,0.031,-5.0,0.0,0.0,0.0,999999
6247,J213704.36-003459.73,324.269,-0.583,0.051,3.0,4.0,0.0,0.0,999999
6248,J213913.07-003030.73,324.805,-0.508,0.064,-5.0,0.0,0.0,0.0,999999
6249,J220522.42-002944.66,331.344,-0.495,0.027,-5.0,0.0,0.0,0.0,999999
6250,J220527.01-003200.41,331.363,-0.533,0.032,3.0,0.0,0.0,0.0,999999
6251,J220542.12-003341.15,331.426,-0.561,0.017,2.0,0.0,0.0,0.0,999999
6252,J220713.82-003554.47,331.808,-0.598,0.03,5.0,8.0,0.0,0.0,999999
6253,J230708.49-002852.17,346.786,-0.481,0.054,5.0,0.0,0.0,0.0,999999
6254,J233318.70-002700.56,353.328,-0.45,0.059,-5.0,0.0,0.0,0.0,999999
6257,J233743.26-003104.34,354.431,-0.518,0.036,0.0,0.0,0.0,0.0,999999
6258,J233811.04-002746.91,354.547,-0.463,0.036,6.0,0.0,0.0,0.0,999999
6260,J234032.68-003303.75,355.137,-0.551,0.024,6.0,4.0,0.0,0.0,999999
6261,J234700.43-002650.66,356.752,-0.447,0.072,4.0,4.0,0.0,0.0,999999
6262,J234708.54-003639.09,356.786,-0.61,0.038,-5.0,0.0,0.0,0.0,999999
6263,J234713.36-002848.66,356.806,-0.48,0.038,5.0,0.0,0.0,0.0,999999
6264,J235444.54-003550.95,358.686,-0.597,0.062,-3.0,0.0,0.0,0.0,999999
6265,J235613.47-003226.57,359.057,-0.54,0.023,4.0,0.0,0.0,0.0,999999
6266,J001006.61-002609.68,2.528,-0.436,0.033,5.0,0.0,0.0,0.0,999999
6268,J001629.01-003626.66,4.121,-0.607,0.069,-2.0,0.0,0.0,0.0,999999
6270,J002337.68-003035.39,5.908,-0.509,0.064,-5.0,0.0,0.0,0.0,999999
6271,J004447.49-002538.59,11.198,-0.427,0.044,-5.0,0.0,0.0,0.0,999999
6272,J004847.76-003350.76,12.2,-0.564,0.045,0.0,0.0,0.0,0.0,999999
6273,J005725.76-003111.93,14.358,-0.519,0.043,-3.0,0.0,0.0,0.0,999999
6274,J005727.32-003406.31,14.364,-0.568,0.047,-2.0,0.0,0.0,0.0,999999
6275,J005740.17-003528.67,14.418,-0.591,0.046,-3.0,0.0,0.0,0.0,999999
6277,J213059.86-000002.12,322.75,0.0,0.031,5.0,0.0,0.0,0.0,999999
6278,J213241.76-000740.20,323.174,-0.127,0.05,3.0,0.0,0.0,0.0,999999
6282,J220936.64-000919.16,332.403,-0.155,0.057,-5.0,0.0,0.0,0.0,999999
6283,J221028.80-000118.22,332.621,-0.021,0.046,5.0,0.0,0.0,0.0,999999
6284,J221127.43-000302.20,332.865,-0.05,0.053,-5.0,0.0,0.0,0.0,999999
6285,J221325.02-000820.95,333.355,-0.139,0.09,-5.0,0.0,0.0,0.0,999999
6286,J224315.19-000758.75,340.814,-0.132,0.056,3.0,0.0,0.0,0.0,999999
6287,J224303.60-000836.84,340.766,-0.143,0.056,-2.0,0.0,0.0,0.0,999999
6288,J224424.36-000943.57,341.102,-0.162,0.017,3.0,0.0,0.0,0.0,999999
6289,J233032.67-000813.85,352.637,-0.137,0.059,5.0,0.0,0.0,0.0,999999
6290,J233941.25-000204.14,354.922,-0.034,0.024,-5.0,0.0,0.0,0.0,999999
6291,J234022.62-000925.67,355.095,-0.157,0.037,4.0,0.0,0.0,0.0,999999
6292,J234158.22-000300.50,355.493,-0.05,0.038,3.0,0.0,0.0,0.0,999999
6293,J235744.10-001029.94,359.434,-0.174,0.077,-2.0,0.0,0.0,0.0,999999
6295,J001039.34-000310.42,2.664,-0.052,0.039,4.0,0.0,0.0,0.0,999999
6296,J001233.70-000254.52,3.141,-0.048,0.04,-3.0,0.0,0.0,0.0,999999
6297,J001434.70-000045.02,3.645,-0.012,0.064,-5.0,0.0,0.0,0.0,999999
6298,J002032.94-000847.05,5.138,-0.146,0.065,-5.0,0.0,0.0,0.0,999999
6299,J002339.88-000715.04,5.917,-0.12,0.064,-5.0,0.0,0.0,0.0,999999
6300,J002757.59-000340.59,6.99,-0.061,0.047,3.0,4.0,0.0,0.0,999999
6302,J003508.55-000801.21,8.786,-0.133,0.031,5.0,0.0,0.0,0.0,999999
6303,J005002.47-000756.75,12.511,-0.132,0.045,5.0,0.0,0.0,0.0,999999
6304,J005104.35-000804.42,12.769,-0.134,0.045,-5.0,0.0,0.0,0.0,999999
6305,J005619.60-000732.76,14.082,-0.125,0.044,2.0,16.0,0.0,0.0,999999
6306,J212553.76+002457.71,321.475,0.417,0.032,4.0,0.0,0.0,0.0,999999
6307,J212745.53+001935.01,321.94,0.327,0.031,-2.0,0.0,0.0,0.0,999999
6308,J213142.90+002128.14,322.929,0.358,0.03,5.0,0.0,0.0,0.0,999999
6309,J213529.12+001605.84,323.872,0.269,0.071,-5.0,0.0,0.0,0.0,999999
6310,J215022.54+002305.03,327.594,0.385,0.063,3.0,0.0,0.0,0.0,999999
6311,J215326.89+002217.97,328.363,0.372,0.028,6.0,0.0,0.0,0.0,999999
6312,J220151.97+001908.40,330.467,0.32,0.065,-5.0,0.0,0.0,0.0,999999
6315,J221301.57+001440.45,333.257,0.245,0.057,-5.0,0.0,0.0,0.0,999999
6317,J223013.21+001342.24,337.556,0.229,0.055,4.0,4.0,0.0,0.0,999999
6318,J224737.08+002305.93,341.905,0.385,0.037,-5.0,0.0,0.0,0.0,999999
6320,J225304.86+002429.31,343.271,0.409,0.054,-5.0,0.0,0.0,0.0,999999
6322,J230902.85+001601.12,347.262,0.267,0.033,3.0,0.0,0.0,0.0,999999
6323,J231433.12+001409.51,348.639,0.236,0.015,5.0,0.0,0.0,0.0,.L?....
6324,J231543.19+002501.12,348.93,0.417,0.029,5.0,8.0,0.0,0.0,999999
6326,J232107.22+002359.51,350.281,0.4,0.031,-5.0,0.0,0.0,0.0,999999
6328,J233724.00+002330.10,354.351,0.392,0.01,6.0,0.0,0.0,0.0,999999
6329,J233744.12+002127.92,354.434,0.358,0.067,2.0,0.0,0.0,0.0,999999
6330,J234355.95+001305.11,355.984,0.219,0.023,-5.0,0.0,0.0,0.0,999999
6331,J234430.08+001913.71,356.126,0.321,0.023,-5.0,0.0,0.0,0.0,999999
6332,J235410.07+002258.21,358.542,0.383,0.027,-2.0,0.0,0.0,0.0,.L..+?.
6333,J001214.81+002234.71,3.062,0.377,0.086,-5.0,0.0,0.0,0.0,999999
6334,J001455.07+001508.14,3.73,0.253,0.039,4.0,8.0,0.0,0.0,999999
6335,J001755.39+002006.84,4.481,0.336,0.019,6.0,72.0,0.0,0.0,999999
6336,J002901.48+002102.96,7.257,0.351,0.061,-5.0,0.0,0.0,0.0,999999
6337,J002938.37+002437.40,7.41,0.411,0.014,6.0,72.0,0.0,0.0,999999
6338,J003422.97+001633.15,8.596,0.276,0.056,0.0,4.0,0.0,0.0,999999
6340,J004137.99+001527.42,10.409,0.258,0.019,9.0,4.0,0.0,0.0,999999
6341,J005257.80+002207.50,13.241,0.369,0.035,99.0,0.0,0.0,0.0,999999
6342,J005650.61+002047.12,14.211,0.347,0.043,-2.0,0.0,0.0,0.0,999999
6343,J215133.03+003902.96,327.888,0.651,0.062,-5.0,0.0,0.0,0.0,999999
6344,J220425.31+004255.50,331.106,0.716,0.043,-5.0,0.0,0.0,0.0,999999
6345,J222614.63+004004.05,336.561,0.668,0.037,-5.0,0.0,0.0,0.0,999999
6346,J222704.24+004517.50,336.768,0.755,0.058,-5.0,0.0,0.0,0.0,999999
6347,J223231.35+004115.35,338.131,0.688,0.06,-5.0,0.0,0.0,0.0,999999
6348,J224624.12+004624.53,341.601,0.774,0.049,-5.0,0.0,0.0,0.0,999999
6350,J231814.71+004556.98,349.562,0.766,0.03,-3.0,0.0,0.0,0.0,999999
6351,J232631.10+005013.49,351.63,0.838,0.029,2.0,0.0,0.0,0.0,999999
6352,J235748.57+004744.07,359.453,0.796,0.062,-5.0,0.0,0.0,0.0,999999
6353,J235743.74+003918.61,359.433,0.656,0.024,5.0,0.0,0.0,0.0,999999
6354,J001312.20+004434.57,3.301,0.743,0.039,-5.0,0.0,0.0,0.0,999999
6356,J001647.00+004215.38,4.196,0.705,0.045,-5.0,0.0,0.0,0.0,999999
6357,J001734.46+004434.95,4.394,0.744,0.045,-5.0,0.0,0.0,0.0,999999
6358,J002025.78+004934.84,5.108,0.827,0.017,3.0,4.0,0.0,0.0,.SBR0*.
6359,J002829.45+004651.67,7.123,0.782,0.041,0.0,0.0,0.0,0.0,999999
6361,J004110.86+003918.04,10.296,0.656,0.059,4.0,0.0,0.0,0.0,999999
6362,J004351.87+004807.05,10.967,0.802,0.019,5.0,0.0,0.0,0.0,.SBS1P?
6363,J004649.81+004146.70,11.708,0.697,0.044,-2.0,0.0,0.0,0.0,999999
6364,J005611.55+004055.11,14.049,0.682,0.068,-5.0,0.0,0.0,0.0,999999
6365,J212318.37+011518.08,320.827,1.256,0.019,7.0,0.0,0.0,0.0,999999
6366,J212359.76+011510.55,321.0,1.253,0.051,-5.0,0.0,0.0,0.0,999999
6367,J212414.67+011336.25,321.062,1.227,0.05,-5.0,0.0,0.0,0.0,999999
6368,J212453.28+010419.43,321.223,1.073,0.05,0.0,0.0,0.0,0.0,999999
6369,J212809.80+010827.87,322.041,1.142,0.015,99.0,0.0,0.0,0.0,999999
6370,J213428.23+011316.46,323.618,1.222,0.065,1.0,32.0,0.0,0.0,999999
6371,J213645.79+011456.44,324.191,1.25,0.041,-5.0,0.0,0.0,0.0,999999
6372,J214607.86+010347.13,326.533,1.064,0.015,9.0,0.0,0.0,0.0,999999
6373,J220620.52+010715.72,331.586,1.122,0.049,-5.0,0.0,0.0,0.0,999999
6374,J220638.46+011036.78,331.661,1.177,0.049,-5.0,0.0,0.0,0.0,999999
6375,J223128.82+011053.70,337.871,1.182,0.037,5.0,0.0,0.0,0.0,999999
6376,J223521.91+011219.75,338.842,1.206,0.059,-5.0,0.0,0.0,0.0,999999
6377,J223617.14+011238.02,339.072,1.211,0.088,-5.0,0.0,0.0,0.0,999999
6378,J223732.58+010900.73,339.386,1.151,0.059,-5.0,0.0,0.0,0.0,999999
6379,J224544.74+010527.87,341.437,1.092,0.059,-5.0,0.0,0.0,0.0,999999
6382,J225258.56+010833.49,343.245,1.143,0.017,6.0,4.0,0.0,0.0,999999
6383,J225304.48+010840.04,343.269,1.145,0.016,-3.0,0.0,0.0,0.0,.L...P*
6385,J230114.74+011310.26,345.312,1.22,0.069,-5.0,0.0,0.0,0.0,999999
6387,J231459.13+011216.50,348.747,1.205,0.035,-5.0,0.0,0.0,0.0,999999
6388,J231658.56+010753.97,349.245,1.132,0.07,0.0,8.0,0.0,0.0,999999
6390,J232613.87+010828.19,351.558,1.142,0.035,5.0,0.0,0.0,0.0,999999
6391,J233253.03+011157.75,353.221,1.2,0.029,0.0,0.0,0.0,0.0,999999
6392,J233625.59+010447.79,354.107,1.08,0.058,-5.0,0.0,0.0,0.0,999999
6393,J234456.11+010736.75,356.234,1.127,0.059,-5.0,0.0,0.0,0.0,999999
6395,J235331.35+011336.36,358.381,1.227,0.062,3.0,0.0,0.0,0.0,999999
6396,J000012.78+010712.72,0.054,1.121,0.025,5.0,0.0,0.0,0.0,999999
6397,J000322.48+010328.42,0.844,1.058,0.08,-5.0,0.0,0.0,0.0,999999
6398,J001417.49+010405.16,3.573,1.069,0.04,-5.0,0.0,0.0,0.0,999999
6399,J001426.23+010350.86,3.61,1.065,0.04,-5.0,0.0,0.0,0.0,999999
6400,J002135.28+010956.21,5.398,1.166,0.019,0.0,0.0,0.0,0.0,999999
6401,J003542.86+011301.47,8.929,1.218,0.041,99.0,0.0,0.0,0.0,999999
