,JID,RAdeg,DEdeg,z,TType,Bar,Ring,FRing,RC3
5672,J135828.52-014116.98,209.619,-1.688,0.048,-5.0,0.0,0.0,0.0,999999
5674,J140652.88-014348.74,211.721,-1.73,0.071,0.0,0.0,0.0,0.0,999999
5676,J140745.18-013823.66,211.939,-1.639,0.03,2.0,0.0,0.0,0.0,999999
5677,J132709.67-013118.44,201.791,-1.521,0.067,3.0,4.0,0.0,0.0,999999
5678,J132950.34-012544.54,202.46,-1.429,0.022,4.0,0.0,0.0,0.0,999999
5679,J133154.53-012647.84,202.978,-1.446,0.076,-5.0,0.0,0.0,0.0,999999
5681,J135559.49-011542.25,208.998,-1.261,0.025,5.0,0.0,0.0,0.0,.SBS4*.
5682,J135813.15-012255.82,209.555,-1.382,0.026,99.0,0.0,0.0,0.0,999999
5683,J140206.25-012347.24,210.527,-1.396,0.025,-2.0,8.0,0.0,0.0,999999
5684,J140204.79-012128.47,210.52,-1.357,0.025,3.0,4.0,0.0,0.0,.SXR3..
5686,J140513.78-011458.01,211.308,-1.249,0.05,5.0,0.0,0.0,0.0,999999
5687,J132531.22-032225.74,201.381,-3.373,0.021,1.0,0.0,0.0,0.0,999999
5688,J132638.67-031546.53,201.662,-3.263,0.016,6.0,4.0,0.0,0.0,.SBS8..
5689,J133904.36-031734.19,204.769,-3.292,0.023,-3.0,0.0,0.0,0.0,999999
5690,J135701.83-030859.35,209.258,-3.149,0.025,-5.0,0.0,0.0,0.0,999999
5691,J135925.19-031228.98,209.855,-3.208,0.025,-3.0,0.0,0.0,0.0,999999
5692,J135913.03-031052.46,209.805,-3.181,0.026,-2.0,8.0,0.0,0.0,999999
5693,J141132.86-031311.13,212.887,-3.219,0.03,4.0,0.0,0.0,0.0,999999
5694,J141419.29-031111.52,213.581,-3.186,0.048,1.0,0.0,0.0,0.0,999999
5695,J141813.43-030715.87,214.556,-3.121,0.045,99.0,0.0,0.0,0.0,999999
5696,J142459.13-030401.29,216.247,-3.067,0.052,5.0,0.0,0.0,0.0,999999
5697,J142533.98-030131.79,216.392,-3.025,0.032,5.0,0.0,0.0,0.0,999999
5698,J143151.85-030739.37,217.967,-3.127,0.082,-3.0,0.0,0.0,0.0,999999
5701,J133151.87-025219.51,202.967,-2.872,0.087,-5.0,0.0,0.0,0.0,999999
5702,J134007.50-025254.70,205.032,-2.881,0.023,6.0,0.0,0.0,0.0,999999
5703,J135844.53-024837.19,209.686,-2.81,0.024,-5.0,0.0,0.0,0.0,999999
5704,J140030.05-024838.26,210.126,-2.81,0.027,-3.0,0.0,0.0,0.0,999999
5705,J140037.20-025128.14,210.156,-2.857,0.025,-5.0,0.0,0.0,0.0,PL..-?.
5706,J140037.50-025223.30,210.157,-2.873,0.024,0.0,0.0,0.0,0.0,999999
5707,J140040.02-024955.41,210.167,-2.832,0.024,-2.0,0.0,0.0,0.0,999999
5708,J140126.66-024245.86,210.362,-2.712,0.031,6.0,0.0,0.0,0.0,999999
5709,J140714.29-024336.63,211.81,-2.726,0.056,-3.0,0.0,0.0,0.0,999999
5710,J141039.74-024100.65,212.666,-2.683,0.028,-3.0,0.0,0.0,0.0,999999
5711,J142855.77-024308.94,217.233,-2.719,0.059,0.0,0.0,0.0,0.0,999999
5712,J144716.61-023523.31,221.82,-2.589,0.059,-2.0,0.0,0.0,0.0,999999
5713,J154544.92-020616.93,236.438,-2.104,0.029,0.0,0.0,0.0,0.0,999999
5714,J133223.06-022909.49,203.097,-2.485,0.022,6.0,0.0,0.0,0.0,999999
5715,J133420.20-023313.02,203.585,-2.553,0.047,4.0,8.0,0.0,0.0,999999
5716,J134912.19-022546.50,207.301,-2.429,0.047,-2.0,0.0,0.0,0.0,999999
5717,J135906.65-022305.28,209.778,-2.384,0.025,-2.0,72.0,0.0,0.0,999999
5718,J140022.02-021857.21,210.092,-2.315,0.03,5.0,2.0,0.0,0.0,999999
5719,J140138.45-022558.83,210.411,-2.433,0.051,-5.0,0.0,0.0,0.0,999999
5721,J142448.57-021255.89,216.203,-2.215,0.031,-5.0,0.0,0.0,0.0,999999
5722,J142549.86-022002.29,216.458,-2.333,0.054,3.0,0.0,0.0,0.0,999999
5724,J143143.17-021248.84,217.93,-2.213,0.03,1.0,0.0,0.0,0.0,999999
5725,J143246.30-020617.68,218.193,-2.104,0.057,-5.0,0.0,0.0,0.0,999999
5726,J143743.24-020825.69,219.431,-2.14,0.089,0.0,0.0,0.0,0.0,999999
5727,J143905.69-020656.55,219.774,-2.115,0.041,-2.0,0.0,0.0,0.0,999999
5728,J144857.08-020533.29,222.238,-2.092,0.035,0.0,0.0,0.0,0.0,999999
5729,J145658.96-020652.05,224.246,-2.114,0.024,-5.0,0.0,0.0,0.0,999999
5730,J150407.32-020013.43,226.031,-2.003,0.035,-5.0,0.0,0.0,0.0,999999
5731,J151006.34-015521.75,227.527,-1.922,0.037,5.0,8.0,0.0,0.0,999999
5732,J151509.16-015805.63,228.789,-1.968,0.051,-5.0,0.0,0.0,0.0,999999
5734,J152512.43-014840.15,231.302,-1.811,0.028,2.0,0.0,0.0,0.0,999999
5735,J153309.52-015157.70,233.29,-1.866,0.029,-5.0,0.0,0.0,0.0,999999
5736,J153705.01-014958.87,234.271,-1.833,0.034,5.0,4.0,0.0,0.0,999999
5737,J153743.08-014509.58,234.43,-1.752,0.012,3.0,0.0,0.0,0.0,999999
5738,J153752.91-014406.92,234.471,-1.735,0.012,-3.0,0.0,0.0,0.0,.L...*.
5739,J154106.38-014757.68,235.277,-1.799,0.057,3.0,0.0,0.0,0.0,999999
5741,J154345.79-014511.98,235.941,-1.753,0.057,-5.0,0.0,0.0,0.0,999999
5742,J132846.89-020228.17,202.196,-2.041,0.013,4.0,0.0,0.0,0.0,999999
5743,J133155.38-015943.35,202.981,-1.995,0.022,7.0,68.0,0.0,0.0,999999
5744,J135255.59-015615.29,208.232,-1.937,0.025,7.0,8.0,0.0,0.0,999999
5745,J135624.23-015556.57,209.101,-1.932,0.025,6.0,2.0,0.0,0.0,999999
5747,J140928.84-015423.05,212.371,-1.906,0.03,3.0,0.0,0.0,0.0,999999
5749,J142742.00-014520.57,216.925,-1.755,0.054,-5.0,0.0,0.0,0.0,999999
5750,J143018.91-014715.72,217.579,-1.787,0.057,3.0,96.0,0.0,0.0,999999
5751,J144728.27-013802.12,221.868,-1.633,0.043,4.0,4.0,0.0,0.0,999999
5753,J145042.99-014253.60,222.68,-1.714,0.027,6.0,0.0,0.0,0.0,999999
5755,J150749.07-012854.85,226.955,-1.481,0.055,4.0,0.0,0.0,0.0,999999
5756,J151748.49-012534.11,229.453,-1.426,0.038,-2.0,0.0,0.0,0.0,999999
5757,J152255.76-012123.21,230.733,-1.356,0.028,-2.0,0.0,0.0,0.0,999999
5758,J152257.23-012252.04,230.739,-1.381,0.03,-5.0,0.0,0.0,0.0,999999
5759,J152329.00-012701.61,230.871,-1.45,0.029,2.0,0.0,0.0,0.0,999999
5760,J152524.22-013009.11,231.351,-1.502,0.028,5.0,0.0,0.0,0.0,999999
5761,J152601.86-012327.58,231.508,-1.39,0.029,-5.0,0.0,0.0,0.0,999999
5763,J154223.60-011629.89,235.599,-1.274,0.033,-5.0,0.0,0.0,0.0,999999
5764,J154214.14-011344.50,235.559,-1.229,0.034,1.0,72.0,0.0,0.0,999999
5767,J133011.49-013947.28,202.548,-1.663,0.014,5.0,0.0,0.0,0.0,.SXR5..
5768,J133110.83-014348.99,202.796,-1.73,0.084,-5.0,0.0,0.0,0.0,999999
5769,J133111.03-014338.28,202.796,-1.727,0.084,-3.0,0.0,0.0,0.0,999999
5770,J133119.66-013654.17,202.832,-1.615,0.022,-5.0,0.0,0.0,0.0,.L..-..
5771,J133200.51-014155.55,203.003,-1.698,0.022,5.0,0.0,0.0,0.0,.S..3*.
5772,J133207.45-014148.37,203.032,-1.696,0.022,5.0,0.0,0.0,0.0,999999
5773,J133604.65-013530.59,204.02,-1.591,0.015,5.0,4.0,0.0,0.0,999999
5774,J133741.32-014031.55,204.423,-1.675,0.058,0.0,0.0,0.0,0.0,999999
5775,J140416.78-013022.34,211.071,-1.506,0.026,6.0,0.0,0.0,0.0,999999
5776,J140651.53-013226.73,211.715,-1.54,0.03,-5.0,0.0,0.0,0.0,999999
5777,J140656.36-013541.00,211.735,-1.594,0.03,1.0,0.0,0.0,0.0,999999
5779,J143138.48-012104.85,217.911,-1.351,0.031,-5.0,0.0,0.0,0.0,999999
5781,J151048.56-010345.02,227.703,-1.062,0.055,-2.0,0.0,0.0,0.0,999999
5782,J153645.21-004931.97,234.189,-0.825,0.038,-2.0,0.0,0.0,0.0,999999
5784,J154634.95-005422.78,236.646,-0.906,0.015,4.0,0.0,0.0,0.0,999999
5785,J154645.37-005134.54,236.69,-0.859,0.073,-3.0,0.0,0.0,0.0,999999
5786,J133253.10-011531.19,203.222,-1.258,0.013,-5.0,0.0,0.0,0.0,999999
5787,J133351.13-011357.95,203.464,-1.232,0.048,-5.0,0.0,0.0,0.0,999999
5788,J135331.97-011139.98,208.384,-1.194,0.024,6.0,0.0,0.0,0.0,.S..4?/
5789,J170140.28+343113.28,255.418,34.521,0.03,0.0,0.0,0.0,0.0,999999
5790,J171228.43+305434.76,258.119,30.91,0.055,1.0,0.0,0.0,0.0,999999
5792,J170443.09+343330.64,256.18,34.559,0.033,5.0,8.0,0.0,0.0,.S..6*.
5793,J170814.25+331458.16,257.06,33.25,0.036,-2.0,0.0,0.0,0.0,999999
5794,J171005.44+322959.73,257.523,32.5,0.03,-5.0,0.0,0.0,0.0,.E.....
5797,J171751.44+293832.21,259.465,29.643,0.029,5.0,0.0,0.0,0.0,999999
5798,J172258.90+274458.31,260.746,27.75,0.028,5.0,0.0,0.0,0.0,999999
5799,J172331.93+272731.35,260.884,27.459,0.023,4.0,0.0,0.0,0.0,999999
5801,J170639.36+343234.79,256.665,34.543,0.031,0.0,0.0,0.0,0.0,999999
5802,J170627.24+343011.73,256.614,34.504,0.031,0.0,0.0,0.0,0.0,999999
5803,J170701.68+342321.36,256.758,34.39,0.071,6.0,0.0,0.0,0.0,999999
5804,J171853.44+301136.19,259.723,30.194,0.015,99.0,0.0,0.0,0.0,999999
5807,J171240.36+331646.47,258.169,33.28,0.064,99.0,0.0,0.0,0.0,999999
5808,J171652.17+313502.89,259.218,31.585,0.024,-5.0,0.0,0.0,0.0,999999
5809,J171654.78+313139.28,259.229,31.528,0.025,6.0,0.0,0.0,0.0,999999
5810,J143600.35-025012.10,219.002,-2.836,0.078,-5.0,0.0,0.0,0.0,999999
5811,J144317.62-024514.41,220.824,-2.754,0.059,5.0,0.0,0.0,0.0,999999
5815,J142338.59-023015.97,215.911,-2.504,0.031,4.0,0.0,0.0,0.0,999999
5816,J142704.96-022403.20,216.771,-2.4,0.057,5.0,0.0,0.0,0.0,999999
5817,J144556.39-021621.72,221.485,-2.272,0.03,1.0,4.0,0.0,0.0,999999
5818,J144909.80-021729.53,222.291,-2.291,0.043,-5.0,0.0,0.0,0.0,999999
5821,J150255.40-021110.84,225.731,-2.186,0.037,-5.0,0.0,0.0,0.0,999999
5822,J150309.41-021217.24,225.79,-2.204,0.037,5.0,0.0,0.0,0.0,999999
5827,J142549.71-015800.30,216.458,-1.966,0.074,3.0,0.0,0.0,0.0,999999
5828,J142810.05-015629.77,217.042,-1.941,0.054,5.0,0.0,0.0,0.0,999999
5830,J143049.27-020441.28,217.706,-2.078,0.034,3.0,4.0,0.0,0.0,999999
5831,J143100.64-020132.28,217.753,-2.025,0.054,1.0,4.0,0.0,0.0,999999
5833,J143201.89-015837.39,218.008,-1.977,0.074,4.0,0.0,0.0,0.0,999999
5834,J143845.68-015501.18,219.691,-1.916,0.058,0.0,0.0,0.0,0.0,999999
5835,J145041.63-014636.20,222.674,-1.776,0.027,5.0,0.0,0.0,0.0,.S..7*.
5836,J145804.80-014712.78,224.521,-1.786,0.041,3.0,0.0,0.0,0.0,999999
5837,J145938.44-014444.17,224.911,-1.745,0.041,2.0,0.0,0.0,0.0,999999
5838,J150322.20-014809.90,225.843,-1.802,0.037,-5.0,0.0,0.0,0.0,999999
5841,J150622.27-014506.59,226.593,-1.751,0.037,-5.0,0.0,0.0,0.0,999999
5842,J150619.30-014640.41,226.581,-1.777,0.038,-2.0,8.0,0.0,0.0,999999
5843,J150634.24-015129.73,226.643,-1.858,0.038,-5.0,0.0,0.0,0.0,999999
5844,J150924.07-013953.87,227.351,-1.664,0.022,99.0,0.0,0.0,0.0,999999
5845,J151241.52-014829.09,228.173,-1.808,0.043,1.0,0.0,0.0,0.0,999999
5847,J153305.61-013741.67,233.274,-1.628,0.01,6.0,0.0,0.0,0.0,.S..8*.
5848,J153835.17-013252.67,234.647,-1.547,0.012,6.0,0.0,0.0,0.0,999999
5849,J141716.29-013521.26,214.318,-1.589,0.078,-5.0,0.0,0.0,0.0,999999
5850,J142437.35-013820.15,216.156,-1.638,0.056,-5.0,0.0,0.0,0.0,999999
5851,J142443.44-013413.18,216.182,-1.57,0.058,-3.0,0.0,0.0,0.0,999999
5852,J142810.03-014036.54,217.042,-1.676,0.031,99.0,0.0,0.0,0.0,999999
5853,J142743.65-013513.28,216.932,-1.587,0.025,5.0,0.0,0.0,0.0,999999
5856,J152327.26-010956.07,230.864,-1.165,0.028,-2.0,0.0,0.0,0.0,999999
5857,J153530.62-010709.78,233.878,-1.119,0.054,-3.0,0.0,0.0,0.0,999999
5858,J141632.04-011055.74,214.134,-1.182,0.05,5.0,0.0,0.0,0.0,999999
5860,J143143.36-011419.78,217.931,-1.238,0.037,2.0,0.0,0.0,0.0,999999
5861,J152254.82-005343.29,230.729,-0.895,0.028,4.0,0.0,0.0,0.0,999999
5862,J154601.82+050813.28,236.508,5.138,0.043,4.0,8.0,0.0,0.0,999999
5863,J212900.75+095928.91,322.254,9.992,0.029,3.0,8.0,0.0,0.0,999999
5864,J213943.42+102014.97,324.931,10.338,0.036,-5.0,0.0,0.0,0.0,999999
5865,J214135.29+102638.31,325.398,10.444,0.036,4.0,8.0,0.0,0.0,999999
5867,J222328.87+115426.78,335.871,11.908,0.03,-3.0,0.0,0.0,0.0,999999
5868,J222922.26+121133.26,337.343,12.193,0.03,4.0,8.0,0.0,0.0,999999
5869,J224131.85+123450.08,340.383,12.581,0.1,-5.0,0.0,0.0,0.0,999999
5870,J225525.95+125539.31,343.859,12.928,0.038,3.0,0.0,0.0,0.0,999999
5872,J225614.77+125302.45,344.062,12.885,0.026,4.0,0.0,0.0,0.0,999999
5873,J225726.69+130005.98,344.362,13.002,0.026,-2.0,0.0,0.0,0.0,999999
5874,J225903.27+130235.69,344.764,13.044,0.026,99.0,0.0,0.0,0.0,999999
5875,J230008.24+130115.61,345.035,13.022,0.03,7.0,0.0,0.0,0.0,999999
5876,J230003.66+130427.30,345.016,13.075,0.063,4.0,0.0,0.0,0.0,999999
5877,J231235.24+131627.96,348.147,13.275,0.067,3.0,0.0,0.0,0.0,999999
5878,J231546.55+131725.00,348.944,13.291,0.016,-5.0,0.0,0.0,0.0,999999
5880,J232934.08+132718.31,352.393,13.456,0.034,5.0,0.0,0.0,0.0,999999
5881,J233013.51+132801.64,352.557,13.468,0.042,-5.0,0.0,0.0,0.0,999999
5882,J233019.67+132657.37,352.582,13.45,0.04,-5.0,0.0,0.0,0.0,999999
5883,J235642.05+134634.92,359.176,13.777,0.037,4.0,0.0,0.0,0.0,.S?....
5884,J235645.33+135216.39,359.189,13.872,0.037,4.0,0.0,0.0,0.0,999999
5885,J000527.04+134849.61,1.363,13.814,0.043,5.0,0.0,0.0,0.0,999999
5886,J000806.51+134528.89,2.028,13.759,0.038,99.0,0.0,0.0,0.0,999999
5887,J001136.14+134818.19,2.901,13.806,0.04,5.0,0.0,0.0,0.0,999999
5888,J212105.53+095942.13,320.274,9.996,0.048,0.0,0.0,0.0,0.0,999999
5889,J212322.15+100759.67,320.843,10.134,0.018,5.0,0.0,0.0,0.0,999999
5890,J213311.11+103839.13,323.297,10.645,0.089,-5.0,0.0,0.0,0.0,999999
5891,J213339.28+103029.93,323.414,10.509,0.064,0.0,0.0,0.0,0.0,999999
5893,J213636.48+104756.73,324.153,10.8,0.035,6.0,0.0,0.0,0.0,999999
5895,J225503.10+131313.69,343.763,13.221,0.033,-2.0,0.0,0.0,0.0,.L..-P*
5896,J225524.41+131453.78,343.852,13.249,0.033,-2.0,0.0,0.0,0.0,999999
5897,J225853.21+132131.46,344.722,13.359,0.025,8.0,0.0,0.0,0.0,999999
5898,J225936.26+132211.43,344.902,13.37,0.035,-5.0,0.0,0.0,0.0,999999
5899,J230146.58+133218.79,345.445,13.539,0.035,0.0,0.0,0.0,0.0,999999
5900,J230518.28+133437.06,346.327,13.577,0.049,-5.0,0.0,0.0,0.0,999999
5901,J231100.65+133753.61,347.753,13.632,0.023,1.0,0.0,0.0,0.0,999999
5903,J231348.86+133716.65,348.454,13.622,0.039,5.0,0.0,0.0,0.0,999999
5904,J231414.00+133458.57,348.559,13.583,0.016,5.0,0.0,0.0,0.0,999999
5905,J231530.93+134040.70,348.879,13.678,0.041,-5.0,0.0,0.0,0.0,999999
5906,J232227.40+134857.06,350.615,13.816,0.026,6.0,4.0,0.0,0.0,999999
5907,J232333.63+134521.80,350.891,13.757,0.043,-5.0,0.0,0.0,0.0,999999
5909,J235129.10+140406.17,357.872,14.069,0.04,2.0,0.0,0.0,0.0,999999
5910,J000047.89+141639.09,0.2,14.278,0.037,3.0,0.0,0.0,0.0,999999
5911,J001025.48+141723.02,2.607,14.29,0.019,7.0,0.0,0.0,0.0,999999
5914,J002343.85+141824.21,5.933,14.307,0.019,5.0,0.0,0.0,0.0,999999
5915,J002416.19+141412.64,6.068,14.237,0.018,0.0,0.0,0.0,0.0,999999
5916,J002558.97+142052.64,6.496,14.348,0.038,6.0,0.0,0.0,0.0,.S..6*.
5917,J211724.89+101353.90,319.354,10.232,0.044,3.0,0.0,0.0,0.0,999999
5918,J212021.11+101914.14,320.088,10.321,0.018,9.0,0.0,0.0,0.0,999999
5919,J220120.93+121148.03,330.338,12.197,0.03,0.0,8.0,0.0,0.0,999999
5920,J221101.51+122227.54,332.757,12.375,0.062,-5.0,0.0,0.0,0.0,999999
5921,J222351.66+125137.94,335.966,12.861,0.072,1.0,0.0,0.0,0.0,999999
5922,J224110.65+132023.62,340.295,13.34,0.018,5.0,0.0,0.0,0.0,999999
5924,J230307.96+135327.40,345.784,13.891,0.035,5.0,0.0,0.0,0.0,999999
5925,J230343.06+135535.51,345.93,13.927,0.028,3.0,0.0,0.0,0.0,999999
5926,J230616.43+135856.37,346.569,13.983,0.036,4.0,0.0,0.0,0.0,999999
5927,J230845.92+135438.89,347.192,13.911,0.039,0.0,0.0,0.0,0.0,999999
5928,J231334.71+135912.46,348.395,13.987,0.04,3.0,0.0,0.0,0.0,999999
5929,J232321.31+141704.37,350.839,14.285,0.044,4.0,0.0,0.0,0.0,999999
5930,J232327.03+141933.02,350.863,14.326,0.026,0.0,4.0,0.0,0.0,999999
5931,J232516.77+142135.59,351.32,14.36,0.045,-5.0,0.0,0.0,0.0,999999
5932,J232621.82+141230.17,351.591,14.209,0.044,-5.0,0.0,0.0,0.0,999999
5933,J233224.29+142810.59,353.102,14.47,0.025,3.0,0.0,0.0,0.0,999999
5934,J233327.01+142006.80,353.363,14.336,0.02,0.0,0.0,0.0,0.0,999999
5935,J234823.34+143004.86,357.098,14.502,0.041,-2.0,8.0,0.0,0.0,999999
5936,J235224.35+143535.11,358.102,14.594,0.028,-5.0,0.0,0.0,0.0,999999
5937,J235236.39+143305.22,358.152,14.552,0.027,-2.0,0.0,0.0,0.0,.L..-*.
5938,J235229.81+144000.79,358.125,14.667,0.047,5.0,0.0,0.0,0.0,999999
5939,J000040.04+143307.72,0.167,14.553,0.093,-5.0,0.0,0.0,0.0,999999
5940,J211627.21+104603.35,319.114,10.768,0.071,-5.0,0.0,0.0,0.0,999999
5941,J212918.59+111203.55,322.328,11.201,0.09,-5.0,0.0,0.0,0.0,999999
5942,J213437.81+112514.65,323.658,11.421,0.023,9.0,0.0,0.0,0.0,999999
5944,J220330.28+123938.98,330.877,12.661,0.027,1.0,0.0,0.0,0.0,999999
5945,J220322.59+123857.67,330.845,12.65,0.028,-2.0,0.0,0.0,0.0,999999
5946,J220955.51+124904.95,332.482,12.819,0.036,4.0,0.0,0.0,0.0,999999
5947,J221430.62+130445.01,333.628,13.08,0.026,3.0,0.0,0.0,0.0,999999
5948,J221859.40+131114.86,334.748,13.188,0.027,-5.0,0.0,0.0,0.0,999999
5950,J230556.45+142127.58,346.486,14.358,0.013,6.0,8.0,0.0,0.0,.S..6*.
5951,J231207.50+142553.12,348.032,14.432,0.068,-5.0,0.0,0.0,0.0,999999
5952,J231223.75+143248.70,348.099,14.547,0.016,-5.0,0.0,0.0,0.0,999999
5953,J232332.80+143715.48,350.887,14.621,0.041,-5.0,0.0,0.0,0.0,999999
5954,J232357.65+144350.96,350.991,14.731,0.042,-3.0,0.0,0.0,0.0,999999
5955,J232412.20+143708.00,351.051,14.619,0.039,-5.0,0.0,0.0,0.0,999999
5956,J232524.69+144525.07,351.353,14.757,0.045,-5.0,0.0,0.0,0.0,999999
5957,J232753.16+144239.58,351.972,14.712,0.042,-5.0,0.0,0.0,0.0,999999
5958,J233441.57+145047.67,353.674,14.847,0.069,-5.0,0.0,0.0,0.0,999999
5959,J233927.23+145334.33,354.864,14.893,0.07,3.0,0.0,0.0,0.0,999999
5960,J234629.72+145311.96,356.624,14.887,0.058,0.0,0.0,0.0,0.0,999999
5961,J000133.95+150453.64,0.392,15.082,0.022,7.0,2.0,0.0,0.0,999999
5962,J000200.82+150132.23,0.504,15.026,0.036,-2.0,0.0,0.0,0.0,999999
5963,J001505.37+150359.70,3.773,15.067,0.019,0.0,0.0,0.0,0.0,999999
5964,J001842.68+151142.60,4.678,15.196,0.038,-3.0,0.0,0.0,0.0,999999
5965,J001957.53+150532.11,4.99,15.093,0.026,7.0,4.0,0.0,0.0,.S..7*.
5967,J213057.28+114548.59,322.739,11.764,0.037,4.0,0.0,0.0,0.0,999999
5968,J213137.55+114953.92,322.907,11.832,0.029,-5.0,0.0,0.0,0.0,999999
5969,J213310.91+115229.37,323.296,11.875,0.063,-5.0,0.0,0.0,0.0,999999
5970,J213702.32+115422.34,324.26,11.907,0.023,-2.0,0.0,0.0,0.0,999999
5971,J215237.90+123209.08,328.158,12.536,0.03,-5.0,0.0,0.0,0.0,999999
5972,J215206.69+124032.07,328.028,12.676,0.028,5.0,4.0,0.0,0.0,999999
5973,J215224.51+123851.24,328.103,12.648,0.03,4.0,0.0,0.0,0.0,999999
5974,J220103.72+130103.98,330.266,13.018,0.028,6.0,0.0,0.0,0.0,999999
5976,J220419.41+125806.19,331.081,12.969,0.028,-5.0,0.0,0.0,0.0,999999
5978,J221559.50+132715.37,333.998,13.455,0.026,-5.0,0.0,0.0,0.0,999999
5979,J221652.39+132533.43,334.219,13.426,0.026,-2.0,0.0,0.0,0.0,999999
5980,J223220.54+135551.69,338.086,13.932,0.086,-5.0,0.0,0.0,0.0,999999
5981,J225318.90+142537.13,343.329,14.427,0.088,-2.0,0.0,0.0,0.0,999999
5982,J225853.34+144226.33,344.723,14.708,0.031,3.0,0.0,0.0,0.0,999999
5983,J230128.30+143604.91,345.368,14.602,0.041,3.0,4.0,0.0,0.0,999999
5984,J230112.64+144440.68,345.303,14.745,0.025,5.0,0.0,0.0,0.0,999999
5985,J230328.17+144134.31,345.868,14.693,0.025,7.0,0.0,0.0,0.0,999999
5986,J230604.74+145201.64,346.52,14.868,0.036,-3.0,0.0,0.0,0.0,.S?....
5987,J230953.96+145305.32,347.475,14.885,0.038,5.0,0.0,0.0,0.0,999999
5988,J231221.87+145201.45,348.092,14.868,0.074,-2.0,0.0,0.0,0.0,999999
5989,J231316.46+145415.70,348.319,14.905,0.036,4.0,0.0,0.0,0.0,999999
5990,J232028.21+150420.89,350.118,15.073,0.013,-3.0,0.0,0.0,0.0,999999
5991,J232257.62+150550.82,350.741,15.098,0.042,-5.0,0.0,0.0,0.0,999999
5993,J232511.35+151159.46,351.298,15.2,0.015,3.0,0.0,0.0,0.0,.S..0..
5994,J232520.59+151246.61,351.336,15.213,0.071,3.0,4.0,0.0,0.0,999999
5995,J232731.30+150730.19,351.881,15.126,0.042,-5.0,0.0,0.0,0.0,999999
5997,J002617.51+152921.64,6.573,15.49,0.058,5.0,0.0,0.0,0.0,999999
5998,J211632.88+112943.45,319.138,11.496,0.017,6.0,0.0,0.0,0.0,999999
5999,J212649.15+120318.64,321.705,12.056,0.046,0.0,0.0,0.0,0.0,999999
6000,J212743.33+120624.32,321.931,12.107,0.048,-5.0,0.0,0.0,0.0,999999
6002,J213802.45+123210.01,324.511,12.537,0.046,1.0,8.0,0.0,0.0,999999
6004,J221346.52+134726.68,333.444,13.791,0.026,2.0,0.0,0.0,0.0,999999
6005,J221355.96+134519.35,333.484,13.756,0.026,4.0,72.0,0.0,0.0,.S..2..
6006,J221414.02+135232.39,333.559,13.876,0.025,-2.0,0.0,0.0,0.0,999999
6007,J221431.94+134621.87,333.634,13.773,0.025,-3.0,0.0,0.0,0.0,999999
6008,J221444.99+135047.45,333.688,13.847,0.027,-2.0,0.0,0.0,0.0,.LA.-..
6009,J221457.87+134542.89,333.742,13.762,0.025,-5.0,0.0,0.0,0.0,999999
6011,J223654.54+142452.02,339.228,14.415,0.037,6.0,0.0,0.0,0.0,999999
6014,J230356.24+151531.70,345.985,15.259,0.025,7.0,0.0,0.0,0.0,999999
6015,J230557.67+151259.89,346.491,15.217,0.049,-5.0,0.0,0.0,0.0,999999
6016,J232130.14+152622.33,350.376,15.44,0.042,-5.0,0.0,0.0,0.0,999999
6017,J232238.53+152355.85,350.661,15.399,0.043,4.0,4.0,0.0,0.0,999999
6018,J232423.53+152636.33,351.099,15.444,0.026,0.0,0.0,0.0,0.0,999999
6019,J232453.29+153201.84,351.223,15.534,0.044,6.0,0.0,0.0,0.0,999999
6020,J232546.74+153355.31,351.445,15.566,0.042,-5.0,0.0,0.0,0.0,999999
6022,J233037.77+153618.65,352.658,15.606,0.014,7.0,68.0,0.0,0.0,999999
6023,J233807.86+153724.28,354.533,15.624,0.057,4.0,0.0,0.0,0.0,999999
6024,J233817.64+154008.11,354.574,15.669,0.066,-5.0,0.0,0.0,0.0,999999
6025,J233822.04+153821.13,354.592,15.64,0.041,5.0,0.0,0.0,0.0,999999
6026,J000002.10+155254.15,0.009,15.882,0.021,8.0,0.0,0.0,0.0,999999
6027,J000311.26+155756.61,0.797,15.966,0.038,3.0,0.0,0.0,0.0,.S..2/
6028,J000602.30+155930.36,1.51,15.992,0.055,4.0,8.0,0.0,0.0,999999
6029,J001601.18+160133.42,4.005,16.026,0.019,-3.0,0.0,0.0,0.0,999999
6030,J215437.22-091534.35,328.656,-9.259,0.079,-5.0,0.0,0.0,0.0,999999
6031,J215456.65-091808.66,328.737,-9.302,0.052,3.0,0.0,0.0,0.0,999999
6032,J220206.40-092007.32,330.527,-9.335,0.045,3.0,0.0,0.0,0.0,999999
6034,J220539.16-093620.26,331.414,-9.605,0.082,0.0,0.0,0.0,0.0,999999
6035,J220957.28-093657.66,332.489,-9.616,0.083,-5.0,0.0,0.0,0.0,999999
6036,J222239.65-095951.61,335.666,-9.997,0.037,2.0,0.0,0.0,0.0,999999
6037,J223231.76-100735.77,338.133,-10.126,0.056,5.0,0.0,0.0,0.0,999999
6038,J223334.01-101057.61,338.392,-10.182,0.033,-5.0,0.0,0.0,0.0,999999
6039,J224607.46-102209.93,341.532,-10.369,0.031,4.0,0.0,0.0,0.0,999999
6040,J225312.81-102950.38,343.304,-10.497,0.018,6.0,72.0,0.0,0.0,999999
